#telecommunication multi word dictionary extracted by Monika Sharma. Formatted by Roja (26-01-2016)
#Changes:: 1) Separated single word and multi words into separate dictionaries
#          2) English words are converted to lower case
#          3) Added category as 'noun' by default
#          4) If last word is not punctuation then treated last word as head
#             or else treated last but one word as head
#################################################################################
absolute_block	pUrNa_bloYka#pUrNa_bloYka#noun#2#RM
replacer_signal	prawisWApayiwA_siganala#prawisWApayiwA_siganala#noun#2#RM
resetting_lever	punaHsetiMga_lIvara#punaHsetiMga_lIvara#noun#2#RM
residual_magnetism	avaSeRa_cuMbakawva#avaSeRa_cuMbakawva#noun#2#RM
resistance_unit	prawiroXa_ikAI#prawiroXa_ikAI#noun#2#RM
resistance_unit_variable	prawiroXa_ikAI_parivarwI#prawiroXa_ikAI_parivarwI#noun#3#RM
resistor_variable	prawiroXaka_parivarwI#prawiroXaka_parivarwI#noun#2#RM
restoring_armature	yaWAsWApana_Armecara#yaWAsWApana_Armecara#noun#2#RM
retardation_coil	maMxana_kuMdalI#maMxana_kuMdalI#noun#2#RM
return_current	prawigAmI_XArA#prawigAmI_XArA#noun#2#RM
return_current_coefficient	prawigAmI_XArA_guNAMka#prawigAmI_XArA_guNAMka#noun#3#RM
return_loss	prawigAmI_hAni#prawigAmI_hAni#noun#2#RM
reverse_interlocking	prawivarwI_aMwarpASana#prawivarwI_aMwarpASana#noun#2#RM
reversible_working	prawivarwIya_kAryacAlana#prawivarwIya_kAryacAlana#noun#2#RM
reverting_call	prawyAvarwI_kAla#prawyAvarwI_kAla#noun#2#RM
right_hand_quadrant	xAyAM_bAjU_kvAdreta#xAyAM_bAjU_kvAdreta#noun#3#RM
rim_lock_type	wAlA_rima#wAlA_rima#noun#3#RM
ring_seal	kiMraga_sIla#kiMraga_sIla#noun#2#RM
ring_wire	valaya_wAra#valaya_wAra#noun#2#RM
ringing_tone	Ganana_svara#Ganana_svara#noun#2#RM
rocker_arm	xolaka_BujA#xolaka_BujA#noun#2#RM
rocking_shaft	xolana_XurA#xolana_XurA#noun#2#RM
rod_alignment	CadZa_saMreKaNa#CadZa_saMreKaNa#noun#2#RM
rod_catch_handle	mUTa_CadZa#mUTa_CadZa#noun#3#RM
rod_insulation	CadZa_visaMvAhana#CadZa_visaMvAhana#noun#2#RM
rod_roller	CadZa_rolara#CadZa_rolara#noun#2#RM
rod_run	CadZa_reKA#CadZa_reKA#noun#2#RM
rotary_detector	GUrNI_sUcaka#GUrNI_sUcaka#noun#2#RM
rotary_switch	GUrNI_svica#GUrNI_svica#noun#2#RM
route_diagram	mArga_ciwra#mArga_ciwra#noun#2#RM
route_direction	mArga_xiSA#mArga_xiSA#noun#2#RM
route_electrical_locking	vixyuwa_mArga_pASana#vixyuwa_mArga_pASana#noun#3#RM
route_indicator	mArga_sUcaka#mArga_sUcaka#noun#2#RM
route_locking	mArga_pASana#mArga_pASana#noun#2#RM
route_locking_sectional_release	sekSana_kI_mArga_pASana_nirmukwi#sekSana_kI_mArga_pASana_nirmukwi#noun#4#RM
route_release	mArga_nirmukwi#mArga_nirmukwi#noun#2#RM
route_signal_system	mArga_siganala_praNAlI#mArga_siganala_praNAlI#noun#3#RM
routing_signal	mArga_sUcaka_siganala#mArga_sUcaka_siganala#noun#2#RM
rubber_sheathed_cable	rabadZa_AcCAxiwa_kebala#rabadZa_AcCAxiwa_kebala#noun#3#RM
run_through_train	sIXI_jAne_vAlI_gAdZI#sIXI_jAne_vAlI_gAdZI#noun#3#RM
running_line	cAlU_lAina#cAlU_lAina#noun#2#RM
safe_custody	surakRiwa_aBirakRA#surakRiwa_aBirakRA#noun#2#RM
safe_running	surakRiwa_cAlana#surakRiwa_cAlana#noun#2#RM
safety_certificate	saMrakRA_pramANa_pawra#saMrakRA_pramANa_pawra#noun#2#RM
safety_rules	saMrakRA_niyama#saMrakRA_niyama#noun#2#RM
sand_hump	rewa_kUbadZa#rewa_kUbadZa#noun#2#RM
satellite_communication	upagraha_saMcAra#upagraha_saMcAra#noun#2#RM
saturation_current	saMwqpwa_XArA#saMwqpwa_XArA#noun#2#RM
schottkay_effect	SAtakI_praBAva#SAtakI_praBAva#noun#2#RM
screw_armature	Armecara_peMca#Armecara_peMca#noun#2#RM
screw_buffer	baPara_peMca#baPara_peMca#noun#2#RM
screw_point_adjusting	kAMtA_samaMjaka_peMca#kAMtA_samaMjaka_peMca#noun#3#RM
sealing_facility	sIlabaMxI_suviXA#sIlabaMxI_suviXA#noun#2#RM
sealing_oil	sIlabaMxI_wela#sIlabaMxI_wela#noun#2#RM
search_coil	SoXa_kuMdalI#SoXa_kuMdalI#noun#2#RM
secondary_cell	saMcAyaka_sela#saMcAyaka_sela#noun#2#RM
secondary_emission	gONa_uwsarjana#gONa_uwsarjana#noun#2#RM
seizing_signal	sIjiMga_siganala#sIjiMga_siganala#noun#2#RM
selective_ringing	cayanAwmaka_Ganana#cayanAwmaka_Ganana#noun#2#RM
selector_coil	saMvaraka_kuMdalI#saMvaraka_kuMdalI#noun#2#RM
selector_hunter	saMvaraka_KojI#saMvaraka_KojI#noun#2#RM
self_capacitance	svayaM_XAriwA#svayaM_XAriwA#noun#2#RM
self_inductance	svaprerakawA#svaprerakawA#noun#2#RM
self_propelled	svapraNoxiwa#svapraNoxiwa#noun#2#RM
semaphore_arm	simAPora_BujA#simAPora_BujA#noun#2#RM
semaphore_signal_quadrant	simAPora_siganala_kvAdreMta#simAPora_siganala_kvAdreMta#noun#3#RM
semaphore_signal_spectacle	simAPora_siganala_spektekala#simAPora_siganala_spektekala#noun#3#RM
semaphore_spindle_bearing	simAPora_kviMspadala_beyakiMraga#simAPora_kviMspadala_beyakiMraga#noun#3#RM
semi_automatic	axXaRti_svacala#axXaRti_svacala#noun#2#RM
semi_automatic_signal	arXa_svacala_siganala#arXa_svacala_siganala#noun#3#RM
sequential_scanning	anukramika_aMSekRaNa#anukramika_aMSekRaNa#noun#2#RM
service_band	sevA_pattI#sevA_pattI#noun#2#RM
set_noise	seta_kI_Xvani#seta_kI_Xvani#noun#2#RM
shaft_cap	SAPta_kEpa#SAPta_kEpa#noun#2#RM
shaft_quadrant	SAPta_kvAdreMta#SAPta_kvAdreMta#noun#2#RM
shaft_rocking	SAPta_rAkiMga#SAPta_rAkiMga#noun#2#RM
shock_absorber	XakkA_roXI#XakkA_roXI#noun#2#RM
shock_proof	XakkA_saha#XakkA_saha#noun#2#RM
short_circuit	laGu_paripaWa#laGu_paripaWa#noun#2#RM
short_dead_end_siding	laGu_baMxa_paripaWa#laGu_baMxa_paripaWa#noun#4#RM
shot_effect	SAta_praBAva#SAta_praBAva#noun#2#RM
shunt_resistance	SaMta_prawiroXa#SaMta_prawiroXa#noun#2#RM
shunt_signal	SaMta_siganala#SaMta_siganala#noun#2#RM
shunt_train	SaMta_gAdZI#SaMta_gAdZI#noun#2#RM
shunting_limit_board	SaMtiMga_sImA_borda#SaMtiMga_sImA_borda#noun#3#RM
shunting_neck	SaMtiMga_neka#SaMtiMga_neka#noun#2#RM
side_band	pArSva_pattI#pArSva_pattI#noun#2#RM
side_circuit	pArSva_paripaWa#pArSva_paripaWa#noun#2#RM
side_frequency	pArSva_Avqwwi#pArSva_Avqwwi#noun#2#RM
side_light	pArSva_bawwI#pArSva_bawwI#noun#2#RM
side_plate	pArSva_pleta#pArSva_pleta#noun#2#RM
side_tone	pArSva_svaraka#pArSva_svaraka#noun#2#RM
sighting_board	xqSyawA_patala#xqSyawA_patala#noun#2#RM
signal_(_fixed_)	siganala_(sWAvara)#siganala_(sWAvara)#noun#3#RM
signal_alignment_device	siganala_saMreKaNa_upakaraNa#siganala_saMreKaNa_upakaraNa#noun#3#RM
signal_arm	siganala_BujA#siganala_BujA#noun#2#RM
signal_base	siganala_besa#siganala_besa#noun#2#RM
signal_circuit	siganala_paripaWa#siganala_paripaWa#noun#2#RM
signal_colour_light	raMgIna_bawwI_siganala#raMgIna_bawwI_siganala#noun#3#RM
signal_doll	dAla_siganala#dAla_siganala#noun#2#RM
signal_dwarf	bOnA_siganala#bOnA_siganala#noun#2#RM
signal_generator	siganala_janiwra#siganala_janiwra#noun#2#RM
signal_in_advance	agrima_siganala#agrima_siganala#noun#3#RM
signal_in_rear	piCalA_siganala#piCalA_siganala#noun#3#RM
signal_machine	siganala_maSIna#siganala_maSIna#noun#2#RM
signal_motor	siganala_motara#siganala_motara#noun#2#RM
signal_multi_aspect	bahu_saMkewI_siganala#bahu_saMkewI_siganala#noun#3#RM
signal_not_in_use	aprayuwka_siganala#aprayuwka_siganala#noun#4#RM
signal_position	siganala_kI_sWiwi#siganala_kI_sWiwi#noun#2#RM
signal_post_telephone	siganala_tolIPona_KaMBA#siganala_tolIPona_KaMBA#noun#3#RM
signal_rail_track_circuit	siganala_rela_paripaWa#siganala_rela_paripaWa#noun#4#RM
signal_search_light	sarcalAita#sarcalAita#noun#3#RM
signal_sighting_deviceperiscope_)	siganala_xqSyawA_sAXana_(periskopa)#siganala_xqSyawA_sAXana_(periskopa)#noun#3#RM
signal_unit	siganala_ikAI#siganala_ikAI#noun#2#RM
signal_velocity	siganala_vega#siganala_vega#noun#2#RM
signal_wheel_base	siganala_pahiyA_AXAra#siganala_pahiyA_AXAra#noun#3#RM
simplex_operation	ekaxiSa_pracAlana#ekaxiSa_pracAlana#noun#2#RM
singing_oscillation	gAyaka_xolaka#gAyaka_xolaka#noun#2#RM
singing_point	gAyaka_biMxu#gAyaka_biMxu#noun#2#RM
singing_suppressor	gAyaka_xamana#gAyaka_xamana#noun#2#RM
single_current	ikaharI_XArA#ikaharI_XArA#noun#2#RM
single_line	ikaharI_lAina#ikaharI_lAina#noun#2#RM
single_line_instrument	ikaharI_lAina_upakaraNa#ikaharI_lAina_upakaraNa#noun#3#RM
single_line_token_instrument	ikaharI_lAina_tokana_upakaraNa#ikaharI_lAina_tokana_upakaraNa#noun#4#RM
single_phase	ikaharI_Peja#ikaharI_Peja#noun#2#RM
single_side_band_transmission	ikaharI_pArSva_bEMda_prasAra#ikaharI_pArSva_bEMda_prasAra#noun#4#RM
single_stroke_bell	ikaharI_cAla_GaMtI#ikaharI_cAla_GaMtI#noun#3#RM
skin_effect	wvAcika_praBAva#wvAcika_praBAva#noun#2#RM
skip_zone	laMGana_kRewra#laMGana_kRewra#noun#2#RM
sky_wave	AkASa_waraMga#AkASa_waraMga#noun#2#RM
sleeve_control_circuit	slIva_niyaMwraNa_paripaWa#slIva_niyaMwraNa_paripaWa#noun#3#RM
sleeve_wire	slIva_wAra#slIva_wAra#noun#2#RM
slip_siding	slipa_sAidiMga#slipa_sAidiMga#noun#2#RM
slot_indication	KAMcA_saMkewa#KAMcA_saMkewa#noun#2#RM
slot_lever	KAMcA_lIvara#KAMcA_lIvara#noun#2#RM
slotted_signal	JirIxAra_siganala#JirIxAra_siganala#noun#2#RM
slow_acting_relay	maMxa_rile#maMxa_rile#noun#3#RM
smoothing_circuit	sarala_paripaWa#sarala_paripaWa#noun#2#RM
solid_state_interlocking	Tosa_avasWA_aMwarapASana#Tosa_avasWA_aMwarapASana#noun#3#RM
solid_wire	Tosa_wAra#Tosa_wAra#noun#2#RM
sound_articulation	Xvani_vyakawoccAra#Xvani_vyakawoccAra#noun#2#RM
sounder_bracket	Xvaniwra_banXanI#Xvaniwra_banXanI#noun#2#RM
space_charge	paryAveSa#paryAveSa#noun#2#RM
spacing_wave	aMwaraka_waraMga#aMwaraka_waraMga#noun#2#RM
spare_lever	awiriwka_lIvara#awiriwka_lIvara#noun#2#RM
spare_space	awiriwka_sWAna#awiriwka_sWAna#noun#2#RM
spark_plug	sPuliMga_plaga#sPuliMga_plaga#noun#2#RM
spark_quench_circuit	sPuliMga_SAmaka_paripaWa#sPuliMga_SAmaka_paripaWa#noun#3#RM
special_lock	viSeRa_pASa#viSeRa_pASa#noun#2#RM
spectacle_glasses	caSmeM_kA_kAMca#caSmeM_kA_kAMca#noun#2#RM
speed_indication	gawi_saMkewa#gawi_saMkewa#noun#2#RM
speed_indicator	gawi_saMkewaka#gawi_saMkewaka#noun#2#RM
speed_limit	gawi_sImA#gawi_sImA#noun#2#RM
spherical_aberration	golIya_vipaWana#golIya_vipaWana#noun#2#RM
split_pin	ciravAM_kIla#ciravAM_kIla#noun#2#RM
split_stretcher_blade	viBawka_wanana_CadZa#viBawka_wanana_CadZa#noun#3#RM
spring_and_shaft_assembly	kamAnI_va_SAPta_saMyojaka#kamAnI_va_SAPta_saMyojaka#noun#4#RM
spring_catch_handle	mUTa_kamAnI#mUTa_kamAnI#noun#3#RM
spring_helical	sarpila_kamAnI#sarpila_kamAnI#noun#2#RM
spring_point	kamAnIxAra_kAMtA#kamAnIxAra_kAMtA#noun#2#RM
spring_point_mechanism	kamAnIxAra_yaMwrIkaraNa#kamAnIxAra_yaMwrIkaraNa#noun#3#RM
spring_washer	kamAnI_vASara#kamAnI_vASara#noun#2#RM
square_law_detection	varga_niyama_paricayana#varga_niyama_paricayana#noun#3#RM
staff_key	daMde_kI_cAbI#daMde_kI_cAbI#noun#2#RM
staff_token	stAPa_tokana#stAPa_tokana#noun#2#RM
stalk_galvanised	jaswexAra_wanA#jaswexAra_wanA#noun#2#RM
stalk_insulator	vixyuwaroXI_wanA#vixyuwaroXI_wanA#noun#2#RM
standard_cable	mAnaka_kebala#mAnaka_kebala#noun#2#RM
standard_dimensions	mAnaka_AyAma#mAnaka_AyAma#noun#2#RM
standard_interlocking	mAnaka_aMwarpASana#mAnaka_aMwarpASana#noun#2#RM
standard_of_signalling	siganala_praNAlI_mAnaka#siganala_praNAlI_mAnaka#noun#3#RM
star_quad_cable	stAra_kvAda_kebala#stAra_kvAda_kebala#noun#3#RM
starter_signal	prasWAna_siganala/prasWAna_siganala#prasWAna_siganala/prasWAna_siganala#noun#2#RM
station_in_advance	agrima_steSana#agrima_steSana#noun#3#RM
station_in_rear	piCalA_steSana#piCalA_steSana#noun#3#RM
station_limit	steSana_sImA#steSana_sImA#noun#2#RM
station_masters_control	steSana_mAstara_kA_niyaMwraNa#steSana_mAstara_kA_niyaMwraNa#noun#3#RM
station_masters_key	steSana_mAstara_kI_cAbI#steSana_mAstara_kI_cAbI#noun#3#RM
station_masters_lockup	steSana_mAstara_kA_wAlA_baksa#steSana_mAstara_kA_wAlA_baksa#noun#3#RM
station_masters_slide	steSana_mAstara_kI_slAida#steSana_mAstara_kI_slAida#noun#3#RM
station_section	steSana_sekSana#steSana_sekSana#noun#2#RM
station_stamp	steSana_mohara#steSana_mohara#noun#2#RM
station_working_rule	steSana_saMcAlana_niyama#steSana_saMcAlana_niyama#noun#3#RM
stay_rod	teka_CadZa#teka_CadZa#noun#2#RM
steel_plate	ispAwI_pleta#ispAwI_pleta#noun#2#RM
steel_sleeper	ispAwI_slIpara#ispAwI_slIpara#noun#2#RM
step_by_step_automatic_system	kramika_svacala_paxXawi#kramika_svacala_paxXawi#noun#5#RM
step_down_transformer	apacAyI_trAMsaPArmara#apacAyI_trAMsaPArmara#noun#3#RM
step_up_transformer	uccAyI_trAMsaPArmara#uccAyI_trAMsaPArmara#noun#3#RM
stick_circuit	stika_paripaWa#stika_paripaWa#noun#2#RM
stop_board	roka_borda/roka_borda#roka_borda/roka_borda#noun#2#RM
stop_dead	ekaxama_rukanA#ekaxama_rukanA#noun#2#RM
stop_indication	roka_saMkewaka#roka_saMkewaka#noun#2#RM
stop_lock_bar	lAka_bAra_roka#lAka_bAra_roka#noun#3#RM
stop_signal	roka_siganala#roka_siganala#noun#2#RM
strand_wire	valayaka_wAra#valayaka_wAra#noun#2#RM
strip_mounted_set	AruDZa_pattI_seta#AruDZa_pattI_seta#noun#3#RM
sub_audio_frequency	apa_Sravya_Avqwwi#apa_Sravya_Avqwwi#noun#3#RM
sub_clause	upa_KaMda/upaXArA#upa_KaMda/upaXArA#noun#2#RM
sub_rule	upa_niyama#upa_niyama#noun#2#RM
sub_sectioning_post	upa_sekSaniMga_posta#upa_sekSaniMga_posta#noun#3#RM
subsidiary_rule	sahAyaka_niyama#sahAyaka_niyama#noun#2#RM
subsidiary_signal	sahAyaka_siganala/sahAyaka_siganala#sahAyaka_siganala/sahAyaka_siganala#noun#2#RM
super_audio_frequency	awi_Sravya_Avqwwi#awi_Sravya_Avqwwi#noun#3#RM
super_imposed	aXiropiwa#aXiropiwa#noun#2#RM
super_posed_circuit	aXyAropa_paripaWa#aXyAropa_paripaWa#noun#3#RM
supersonic_frequency	parAXvAnika_Avqwwi#parAXvAnika_Avqwwi#noun#2#RM
support_quadrant	AXAra_kvAdreMta#AXAra_kvAdreMta#noun#2#RM
suppression_grid	niroXI_grida#niroXI_grida#noun#2#RM
surface_leakage	sawahI_SrAva#sawahI_SrAva#noun#2#RM
switch_board	svica_borda#svica_borda#noun#2#RM
switch_board_section	svica_borda_sekSana#svica_borda_sekSana#noun#3#RM
switch_operating_mechanism	svica_paricAlana_yaMwrIkaraNa#svica_paricAlana_yaMwrIkaraNa#noun#3#RM
switch_rail	svica_patarI#svica_patarI#noun#2#RM
switching_in	cAlU_karanA#cAlU_karanA#noun#2#RM
switching_out	baMxa_karanA#baMxa_karanA#noun#2#RM
symetrical_deflection	samamiwa_vikRepa#samamiwa_vikRepa#noun#2#RM
synchronous_vibrator	wulyakAlI_kaMpiwra#wulyakAlI_kaMpiwra#noun#2#RM
system_of_speech_communication	saMBARaNa_saMcAra_praNAlI#saMBARaNa_saMcAra_praNAlI#noun#4#RM
system_of_working	saMcAlana_paxXawi#saMcAlana_paxXawi#noun#3#RM
tablet_check	wAravilaMba_jAMca#wAravilaMba_jAMca#noun#2#RM
tag_block	tEga_bloYka#tEga_bloYka#noun#2#RM
tail_arm	piCalI_BujA#piCalI_BujA#noun#2#RM
tail_board	piCalA_borda#piCalA_borda#noun#2#RM
tail_lamp	pICalI_bawwI#pICalI_bawwI#noun#2#RM
talk_back_amplifier	parivArwA_pravarXaka#parivArwA_pravarXaka#noun#3#RM
tape_recorder	tepa_rikArdara#tepa_rikArdara#noun#2#RM
telecommunication_laboratory	xUrasaMcAra_prayogaSAlA#xUrasaMcAra_prayogaSAlA#noun#2#RM
telephone_amplifier	telIPona_pravarXaka#telIPona_pravarXaka#noun#2#RM
telephone_auto	svacala_telIPona#svacala_telIPona#noun#2#RM
telephone_control	niyaMwraNa_telIPona#niyaMwraNa_telIPona#noun#2#RM
telephone_magneto	cuMbakIya_telIPona#cuMbakIya_telIPona#noun#2#RM
telephone_push_button	xAba_batana_telIPona#xAba_batana_telIPona#noun#3#RM
telephone_traffic	yAwAyAwa_telIPona#yAwAyAwa_telIPona#noun#2#RM
telephone_transmitter	telIPona_preRiwra#telIPona_preRiwra#noun#2#RM
television_receiver	xUraxarSana_risIvara#xUraxarSana_risIvara#noun#2#RM
television_transmitter	xUraxarSana_preRiwra#xUraxarSana_preRiwra#noun#2#RM
terminal_block	tarminala_bloYka#tarminala_bloYka#noun#2#RM
terminal_box	tarminala_baksa#tarminala_baksa#noun#2#RM
terminal_of_cable	kebala_tarminala#kebala_tarminala#noun#3#RM
terminal_post	tarminala_KaMBA#tarminala_KaMBA#noun#2#RM
terminal_station	aMwima/tarminala_steSana#aMwima/tarminala_steSana#noun#2#RM
terminated_level	samApwi_swara#samApwi_swara#noun#2#RM
terminating_set	samApwi_seta#samApwi_seta#noun#2#RM
termination_indicator	samApwi_saMkewaka#samApwi_saMkewaka#noun#2#RM
test_jack	parIkRaNa_jEka#parIkRaNa_jEka#noun#2#RM
test_level	parIkRaNa_swara#parIkRaNa_swara#noun#2#RM
testing_guage	jAMca_mApI#jAMca_mApI#noun#2#RM
testing_lamp	jAMca_bawwI#jAMca_bawwI#noun#2#RM
testing_panel	jAMca_patala#jAMca_patala#noun#2#RM
testing_piece	jAMca_mApI#jAMca_mApI#noun#2#RM
testing_position	parIkRaNa_sWiwi#parIkRaNa_sWiwi#noun#2#RM
thermal_agitation_voltage	uRmIya_prakRoBa_voltawA#uRmIya_prakRoBa_voltawA#noun#3#RM
thermionic_emission	wApAyanika_uwsarjana#wApAyanika_uwsarjana#noun#2#RM
thermionic_relay	wApAyanika_rile#wApAyanika_rile#noun#2#RM
three_aspect_colour_light_signal	wIna_saMkewI_raMgIna_bawwI_siganala#wIna_saMkewI_raMgIna_bawwI_siganala#noun#5#RM
through_line	sIXI_lAina#sIXI_lAina#noun#2#RM
time_base	AXAra_samaya#AXAra_samaya#noun#2#RM
time_based_generator	samaya_AXAriwa_janaretara#samaya_AXAriwa_janaretara#noun#3#RM
time_element_relay	samaya_wawva_rile#samaya_wawva_rile#noun#3#RM
time_pulse_relay	samaya_spaMxa_rile#samaya_spaMxa_rile#noun#3#RM
time_relay	samaya_rile#samaya_rile#noun#2#RM
tip_wire	wAra_kA_sirA#wAra_kA_sirA#noun#2#RM
token_exchangerreceiver_&_deliver_)	tokana_vinimayiwra_(prApaka_Ora_viwaraka)#tokana_vinimayiwra_(prApaka_Ora_viwaraka)#noun#4#RM
token_instrument_,_auxiliary	tokana_upakaraNa/sahAyaka#tokana_upakaraNa/sahAyaka#noun#4#RM
token_instrument_,_subsidiary	tokana_upakaraNa/upasaMgI#tokana_upakaraNa/upasaMgI#noun#4#RM
token_less_block_instrument	tokana_rahiwa_bloYka_upakaraNa#tokana_rahiwa_bloYka_upakaraNa#noun#4#RM
token_siding_lock	tokana_sAidiMga_pASana#tokana_sAidiMga_pASana#noun#3#RM
token_station	tokana_steSana#tokana_steSana#noun#2#RM
toll_circuit	paWakara_paripaWa#paWakara_paripaWa#noun#2#RM
toll_position	paWakara_sWiwi#paWakara_sWiwi#noun#2#RM
toll_service	paWakara_sevA#paWakara_sevA#noun#2#RM
tone_control	svara_niyaMwraNa#svara_niyaMwraNa#noun#2#RM
tone_generator	svara_janiwra#svara_janiwra#noun#2#RM
tongue_rail	jIBa_rela#jIBa_rela#noun#2#RM
tools_and_instrument	OjAra_Ora_upakaraNa#OjAra_Ora_upakaraNa#noun#3#RM
top_roller	UparI_rolara#UparI_rolara#noun#2#RM
total_emission	sampUrNa_uwsarjana#sampUrNa_uwsarjana#noun#2#RM
track_circuit	rela_paripaWa#rela_paripaWa#noun#2#RM
track_circuit_ac	rela_paripaWa/e_sI#rela_paripaWa/e_sI#noun#3#RM
track_circuit_centre_fed	rela_paripaWa_maXya_saMBAriwa#rela_paripaWa_maXya_saMBAriwa#noun#4#RM
track_circuit_cutting_section	rela_paripaWa_katiMga_sekSana#rela_paripaWa_katiMga_sekSana#noun#4#RM
track_circuit_d_c	rela_paripaWa/dI_sI#rela_paripaWa/dI_sI#noun#4#RM
track_circuit_end_fed	rela_paripaWa_sirA_saMBAriwa#rela_paripaWa_sirA_saMBAriwa#noun#4#RM
track_indicator	relapaWa_sUcaka#relapaWa_sUcaka#noun#2#RM
track_locking	relapaWa_pASana#relapaWa_pASana#noun#2#RM
track_relay	relapaWa_rile#relapaWa_rile#noun#2#RM
track_tamping	relapaWa_tEkviMmpaga#relapaWa_tEkviMmpaga#noun#2#RM
traction_bond	karRaNa_baMXa#karRaNa_baMXa#noun#2#RM
traction_installation	karRaNa_saMsWApana#karRaNa_saMsWApana#noun#2#RM
traction_power_controller	karRaNa_Sakwi_niyaMwraka#karRaNa_Sakwi_niyaMwraka#noun#3#RM
traffic_flow	yAwAyAwa_pravAha#yAwAyAwa_pravAha#noun#2#RM
traffic_meter	yAwAyAwa_mApI#yAwAyAwa_mApI#noun#2#RM
traffic_unit	yAwAyAwa_ikAI#yAwAyAwa_ikAI#noun#2#RM
trail_through	kAMtA_Bexana#kAMtA_Bexana#noun#2#RM
trailing_direction	anumuKa_xiSA#anumuKa_xiSA#noun#2#RM
train_indication	gAdZI_saMkewa#gAdZI_saMkewa#noun#2#RM
train_on_line	lAina_para_gAdZI#lAina_para_gAdZI#noun#3#RM
train_parting	gAdZI_viBAjana#gAdZI_viBAjana#noun#2#RM
train_radio	trena_rediyo#trena_rediyo#noun#2#RM
train_register	gAdZI_rajistara#gAdZI_rajistara#noun#2#RM
train_shunt	gAdZI_SaMta#gAdZI_SaMta#noun#2#RM
train_signal_register	gAdZI_siganala_rajistara#gAdZI_siganala_rajistara#noun#3#RM
train_staff_and_ticket_system	gAdZI_stAPa_waWA_tikata_praNAlI#gAdZI_stAPa_waWA_tikata_praNAlI#noun#5#RM
train_waiting_indicator	gAdZI_prawikRA_saMkewa#gAdZI_prawikRA_saMkewa#noun#3#RM
transfer_,_circuit	paripaWa_aMwaraNa#paripaWa_aMwaraNa#noun#3#RM
transfer_impedence	avabAXA_aMwaraNa#avabAXA_aMwaraNa#noun#2#RM
transformer_,_air_cool	vAyu_SIwaka_trAMsaPArPamara#vAyu_SIwaka_trAMsaPArPamara#noun#4#RM
transformer_,_water_cool	jala_SIwaka_trAMsaPArPamara#jala_SIwaka_trAMsaPArPamara#noun#4#RM
transit_time	pAraganana_samaya#pAraganana_samaya#noun#2#RM
transmission_loss	saMcAraNa_hAni#saMcAraNa_hAni#noun#2#RM
transposition_of_wire	wAra_kA_pakRAMwara#wAra_kA_pakRAMwara#noun#3#RM
trap_indicator	trEpa_saMkewaka#trEpa_saMkewaka#noun#2#RM
trap_siding	trEpa_sAidiMga#trEpa_sAidiMga#noun#2#RM
trap_switch	trEpa_svica#trEpa_svica#noun#2#RM
trapezium_distortion	samalaMba_vikqwi#samalaMba_vikqwi#noun#2#RM
trigger_relay	trigara_rile#trigara_rile#noun#2#RM
triple_pole_lamp	wriXruvIya_bawwI#wriXruvIya_bawwI#noun#3#RM
trouble_shoot	ApAwI_marammawa#ApAwI_marammawa#noun#2#RM
true_bearing	yaWArWa_xikamAna#yaWArWa_xikamAna#noun#2#RM
trunk_circuit	traMka_paripaWa#traMka_paripaWa#noun#2#RM
trunk_exchange	traMka_keMxra#traMka_keMxra#noun#2#RM
trunk_junction_circuit	traMka_jaMkSana_paripaWa#traMka_jaMkSana_paripaWa#noun#3#RM
trunk_offering_final_selector	traMka_xeya_aMwima_saMvaraka#traMka_xeya_aMwima_saMvaraka#noun#4#RM
trunk_offering_selector	traMka_xeya_saMvaraka#traMka_xeya_saMvaraka#noun#3#RM
trunk_position	traMka_sWiwi#traMka_sWiwi#noun#2#RM
trunk_record_position	traMka_aBileSa_sWiwi#traMka_aBileSa_sWiwi#noun#3#RM
trunking_diagram	traMkiMga_AreKa#traMkiMga_AreKa#noun#2#RM
tubular_lever	nAlikAkAra_lIvara#nAlikAkAra_lIvara#noun#2#RM
tubular_post	nAlikAkAra_swaMBa#nAlikAkAra_swaMBa#noun#2#RM
tummy_bar	tammI_bAra#tammI_bAra#noun#2#RM
tuned_circuit	samasvariwa_paripaWa#samasvariwa_paripaWa#noun#2#RM
tuning_fork_oscillator_drive	svariwra_xviBuja_xoRtilaka_preraNa#svariwra_xviBuja_xoRtilaka_preraNa#noun#4#RM
tunnel_alarm	suraMga_alArma#suraMga_alArma#noun#2#RM
turn_off_time	Samana_kAla#Samana_kAla#noun#3#RM
turn_out	tarna_Auta#tarna_Auta#noun#2#RM
twin_cable	yugala_kebala#yugala_kebala#noun#2#RM
two_aspect_signal	xvisaMkewI_siganala#xvisaMkewI_siganala#noun#3#RM
two_frequency_signalling	xo_Avqwwi_siganala_vyavasWA#xo_Avqwwi_siganala_vyavasWA#noun#3#RM
two_motion_selector	xo_gawi_saMvaraka#xo_gawi_saMvaraka#noun#3#RM
two_position_signal	xo_sWiwi_siganala#xo_sWiwi_siganala#noun#3#RM
two_way_switch	xo_muKI_svica#xo_muKI_svica#noun#3#RM
two_wire_amplifier	xo_wAra_pravarXaka#xo_wAra_pravarXaka#noun#3#RM
two_wire_circuit	xo_wAra_paripaWa#xo_wAra_paripaWa#noun#3#RM
unit_ditector	ikAI_paricAyaka#ikAI_paricAyaka#noun#2#RM
