#Structure_of_the_file:
#English-compound-word	Hindi-meaning	Hindi-paxasUwra	category	Head_position	Root/Word-meaning(meaning-type)
,_in_short_,	saMkRipwa_meM#saMkRipwa_meM#noun#4#RM
marginal_farmer	sImAMwa_kisAna_aqRaka#sImAMwa_kisAna_aqRaka#noun#2#RM
marginal_farmer's_development_agency	sImAMwa_kqRaka_vikAsa_aiBakaraNa_ajeMsI#sImAMwa_kqRaka_vikAsa_aiBakaraNa_ajeMsI#noun#4#RM
marginal_farmers_and_agricultural_labourers_development_agency	sImAMwa_kqRaka_Ora_Kewihara_majaxUra_vikAsa_aiBakaraNa#sImAMwa_kqRaka_Ora_Kewihara_majaxUra_vikAsa_aiBakaraNa#noun#7#RM
marginal_income	sImAMwa_Aya#sImAMwa_Aya#noun#2#RM
marginal_labour	sImAMwa_majZaxUra#sImAMwa_majZaxUra#noun#2#RM
marginal_land	sImAMwa_BUmi#sImAMwa_BUmi#noun#2#RM
marginal_letter_of_credit	sImAMwa_sAKa_pawra#sImAMwa_sAKa_pawra#noun#2#RM
marginal_note	hASiyA-tippaNI#hASiyA-tippaNI#noun#2#RM
marginal_price	sImAMwa_kImawa_mUlya#sImAMwa_kImawa_mUlya#noun#2#RM
marginal_producer	sImAMwa_uwpAxaka#sImAMwa_uwpAxaka#noun#2#RM
marginal_productivity	sImAMwa_uwpAxakawA_AwpAxiwA#sImAMwa_uwpAxakawA_AwpAxiwA#noun#2#RM
marginal_productivity_theory_of_wages	majZaxUrI_kI_sImAMwa_uwpAxakawA_AwpAxiwA_kA_sixXAMwa#majZaxUrI_kI_sImAMwa_uwpAxakawA_AwpAxiwA_kA_sixXAMwa#noun#3#RM
marginal_propensity_to_invest	sImAMwa_niveSa_pravqwwi#sImAMwa_niveSa_pravqwwi#noun#4#RM
marginal_propensity_to_save	sImAMwa_bacawa_pravqwwi#sImAMwa_bacawa_pravqwwi#noun#4#RM
marginal_purchase	sImAMwa_kraya#sImAMwa_kraya#noun#2#RM
marginal_rate	sImAnwa_xara#sImAnwa_xara#noun#2#RM
marginal_relief	sImAnwa_rAhawa#sImAnwa_rAhawa#noun#2#RM
marginal_revenue	sImAMwa_Aya_aAjasva#sImAMwa_Aya_aAjasva#noun#2#RM
marginal_seller	sImAMwa_vikrewA#sImAMwa_vikrewA#noun#2#RM
marginal_test	pariXIya_parIkRaNa#pariXIya_parIkRaNa#noun#2#RM
marginal_utility	sImAMwa_upayogiwA#sImAMwa_upayogiwA#noun#2#RM
marginal_utility_of_expenditure	vyaya_aarca_kI_sImAMwa_upayogiwA#vyaya_aarca_kI_sImAMwa_upayogiwA#noun#2#RM
marginal_utility_of_income	Aya_kI_sImAMwa_upayogiwA#Aya_kI_sImAMwa_upayogiwA#noun#2#RM
marginal_yield	sImAMwa_upaja#sImAMwa_upaja#noun#2#RM
marginally_noted	hASie_para_aMkiwa#hASie_para_aMkiwa#noun#2#RM
marijuana_cigarette	BAzga_sigareta#BAzga_sigareta#noun#2#RM
marine_animal	samuxrIya_paSu#samuxrIya_paSu#noun#2#RM
marine_archaeology	samuxrIya_purAwawva_vijFAna#samuxrIya_purAwawva_vijFAna#noun#2#RM
marine_engineer	nO_iMjIniyara#nO_iMjIniyara#noun#2#RM
marine_inspection_officer	samuxrI_nirIkRaNa_aXikArI#samuxrI_nirIkRaNa_aXikArI#noun#3#RM
marine_insurance	nO_vahana_bImA#nO_vahana_bImA#noun#2#RM
marine_insurance_charges	samuxrI_bImA_praBAra#samuxrI_bImA_praBAra#noun#3#RM
marine_insurance_fund	samuxrI_bImA_niXi#samuxrI_bImA_niXi#noun#3#RM
marine_risk	samuxrI_IOvahana_joKima#samuxrI_IOvahana_joKima#noun#2#RM
marine_superitendent	nO_aXIkRaka#nO_aXIkRaka#noun#2#RM
marine_workshop_forman	nO_karmaSAlA_PoramEna#nO_karmaSAlA_PoramEna#noun#3#RM
marital_status	vEvAhika_i_iFiAwa#vEvAhika_i_iFiAwa#noun#2#RM
maritime_collector	samuxra_watavarwI_kalaktara#samuxra_watavarwI_kalaktara#noun#2#RM
mark_detection	cinha_saMsUcana#cinha_saMsUcana#noun#2#RM
mark_down	mUlya_GatanA#mUlya_GatanA#noun#2#RM
mark_hold	uccaga_WAma#uccaga_WAma#noun#2#RM
mark_matching	uccaga_cihnaka#uccaga_cihnaka#noun#2#RM
mark_reading	cinha_paTana#cinha_paTana#noun#2#RM
mark_scanning	cihna_kramavIkRaNa#cihna_kramavIkRaNa#noun#2#RM
mark_sense	cinha_boXa#cinha_boXa#noun#2#RM
mark_sensing_column	cinha_boXana_swaMBa#cinha_boXana_swaMBa#noun#3#RM
mark_sensing_row	cinha_boXana_paMkwi#cinha_boXana_paMkwi#noun#3#RM
mark_space_character	uccaga_nimnaga_saMprawIka#uccaga_nimnaga_saMprawIka#noun#3#RM
mark_system	cinha_aArkA_praprAlI#cinha_aArkA_praprAlI#noun#2#RM
mark_to_space_multiplier	uccaga_nimnaga_guNaka#uccaga_nimnaga_guNaka#noun#4#RM
mark_to_space_ratio	uccaga_nimnaga_anupAwa#uccaga_nimnaga_anupAwa#noun#4#RM
mark_to_space_transition	uccaga_nimnaga_saMkramaNa#uccaga_nimnaga_saMkramaNa#noun#4#RM
marked_capacity	aMkiwa_kRamawA#aMkiwa_kRamawA#noun#2#RM
marked_cheque	pramApriwa_ceka#pramApriwa_ceka#noun#2#RM
marked_price	aMkiwa_kImawa_aUlya#aMkiwa_kImawa_aUlya#noun#2#RM
market_analyst	bAjZAra_viSleRaka#bAjZAra_viSleRaka#noun#2#RM
market_anticipation	bAjAra_pUrvAnumAna#bAjAra_pUrvAnumAna#noun#2#RM
market_behaviour	bAjAra_kanahAra#bAjAra_kanahAra#noun#2#RM
market_chain	bAjAra_SqMKalA#bAjAra_SqMKalA#noun#2#RM
market_competition	bAjAra_prawisparXA#bAjAra_prawisparXA#noun#2#RM
market_demand	bAjAra_mAMga#bAjAra_mAMga#noun#2#RM
market_dislocation	bAjAra_kI_avyavasWa#bAjAra_kI_avyavasWa#noun#2#RM
market_economy	bAjZAra_arWavyavasWA#bAjZAra_arWavyavasWA#noun#2#RM
market_friendly	bAjZAra_hiwERI#bAjZAra_hiwERI#noun#2#RM
market_gardening	bAjZAra_ke_liye_sabjZiyAz_yA_PUla_ugAnA#bAjZAra_ke_liye_sabjZiyAz_yA_PUla_ugAnA#noun#2#RM
market_information	bAjAra_sUcanA#bAjAra_sUcanA#noun#2#RM
market_intelligence	bAjAra_AsUcanA#bAjAra_AsUcanA#noun#2#RM
market_intelligence_data	bAjAra_AsUcanA_AMkadZe#bAjAra_AsUcanA_AMkadZe#noun#3#RM
market_oriented_economy	bAjAra_praXAna_arWavyavasWA#bAjAra_praXAna_arWavyavasWA#noun#3#RM
market_penetration	bAjZAra_kA_Bexana_karanA#bAjZAra_kA_Bexana_karanA#noun#2#RM
market_place	cOka#cOka#noun#2#RM
market_position	bAjAra_i_iFiAwa#bAjAra_i_iFiAwa#noun#2#RM
market_potential	vikraya_saMBAvyawA#vikraya_saMBAvyawA#noun#2#RM
market_practice	bAjAra_vyavahAra#bAjAra_vyavahAra#noun#2#RM
market_price	aMkiwa_mUlya#aMkiwa_mUlya#noun#2#RM
market_quotations	bAjAra_nirKa#bAjAra_nirKa#noun#2#RM
market_rate	bAjZAra_BAva#bAjZAra_BAva#noun#2#RM
market_report	bAjAra_riporta#bAjAra_riporta#noun#2#RM
market_reporter	bAjZAra_riportara#bAjZAra_riportara#noun#2#RM
market_response	bAjAra_anukriyA_ArawikriyA#bAjAra_anukriyA_ArawikriyA#noun#2#RM
market_review	bAjAra_samIkRA#bAjAra_samIkRA#noun#2#RM
market_study	bAjAra_aXyayana#bAjAra_aXyayana#noun#2#RM
market_superitendent	bAjZAra_aXIkRaka#bAjZAra_aXIkRaka#noun#2#RM
market_trend	bAjAra_pravqwwi#bAjAra_pravqwwi#noun#2#RM
market_value	bAjZAra_mUlya#bAjZAra_mUlya#noun#2#RM
marketability_of_stocks	stAkoM_kI_vikreyawA#stAkoM_kI_vikreyawA#noun#1#RM
marketable_debt	vipaNana_yogya_qNa#vipaNana_yogya_qNa#noun#2#RM
marketable_security	vikreya_prawiBUwi#vikreya_prawiBUwi#noun#2#RM
marketable_surplus	vikreya_aXiSeRa#vikreya_aXiSeRa#noun#2#RM
marketable_title	bikrI_yogya_hakZa#bikrI_yogya_hakZa#noun#2#RM
marketing_agency	vipaNana_aXikaraNa_ajeMsI#vipaNana_aXikaraNa_ajeMsI#noun#2#RM
marketing_channel	vipaNana_saraprI_IAXyama#vipaNana_saraprI_IAXyama#noun#2#RM
marketing_co_operative	vipaNana_sahakArI_samiwi#vipaNana_sahakArI_samiwi#noun#3#RM
marketing_control	vipaNana_niyaMwraNa#vipaNana_niyaMwraNa#noun#2#RM
marketing_effort	vikraNa_ke_prayAsa#vikraNa_ke_prayAsa#noun#2#RM
marketing_finance	vipaNana_vwwi#vipaNana_vwwi#noun#2#RM
marketing_margin	vipaNana_mArjina#vipaNana_mArjina#noun#2#RM
marketing_mechanism	vipaNana_waMwra#vipaNana_waMwra#noun#2#RM
marketing_method	vipaNana_paxXawi#vipaNana_paxXawi#noun#2#RM
marketing_of_crops	PasaloM_kA_vipaNana#PasaloM_kA_vipaNana#noun#1#RM
marketing_of_it_service	sUcanA_prOxyogikI_sevA#sUcanA_prOxyogikI_sevA#noun#1#RM
marketing_of_minor_forest_produce	laxuvana_uwpAxoM_kA_vipaNana#laxuvana_uwpAxoM_kA_vipaNana#noun#1#RM
marketing_officer	paNana_aXikArI#paNana_aXikArI#noun#2#RM
marketing_process	vipaNana_prakriyA#vipaNana_prakriyA#noun#2#RM
marketing_quota	vipaNana_kotA#vipaNana_kotA#noun#2#RM
marketing_quotation	vipaNana_BAva#vipaNana_BAva#noun#2#RM
marketing_services	vipaNana_sevAeM#vipaNana_sevAeM#noun#2#RM
marketing_societies	vipaNana_bAjAra_samiwiyAM#vipaNana_bAjAra_samiwiyAM#noun#2#RM
marketing_system	vipaNana_praprAlI#vipaNana_praprAlI#noun#2#RM
marking_and_sorting	cijana_lagAnA_Ora_CAztanA#cijana_lagAnA_Ora_CAztanA#noun#3#RM
marking_bias	uccaga_aBinawi#uccaga_aBinawi#noun#2#RM
marking_end_distortion	uccaga_aMwya_virUpaNa#uccaga_aMwya_virUpaNa#noun#3#RM
marking_officer	aMkana_aXikArI#aMkana_aXikArI#noun#2#RM
marking_wave	uccaga_waraMga#uccaga_waraMga#noun#2#RM
markov_chain	mArkova_SrqMKalA#mArkova_SrqMKalA#noun#2#RM
markov_process_model	mArkova_prakrama_moYdala#mArkova_prakrama_moYdala#noun#3#RM
markov_source	mArkova_swrowa#mArkova_swrowa#noun#2#RM
marks_obtained	prApwAMka#prApwAMka#noun#2#RM
marmalade_box	murabbe_kA_dibbA#murabbe_kA_dibbA#noun#2#RM
marmalade_bush	mArmaleda_pAxapa#mArmaleda_pAxapa#noun#2#RM
marriage_bed	vivAhiwoM_kI_SEyA#vivAhiwoM_kI_SEyA#noun#2#RM
marriage_broker	SAxI_karavAne_vAlA_bicOliyA#SAxI_karavAne_vAlA_bicOliyA#noun#2#RM
marriage_brokerage	SAxI_kI_xalAlI#SAxI_kI_xalAlI#noun#2#RM
marriage_ceremony	vivAha_samAroha#vivAha_samAroha#noun#2#RM
marriage_certificate	vivAha_pramANapawra#vivAha_pramANapawra#noun#2#RM
marriage_guidance	vivAha_ke_liye_salAha#vivAha_ke_liye_salAha#noun#2#RM
marriage_licence	vivAha_anujFA#vivAha_anujFA#noun#2#RM
marriage_license	vivAha_anujFA#vivAha_anujFA#noun#2#RM
marsh_buggy	xalaxala_meM_calane_vAlI_bagGI#xalaxala_meM_calane_vAlI_bagGI#noun#2#RM
marsh_elder	paMka_BUmi_kA_bujurga#paMka_BUmi_kA_bujurga#noun#2#RM
marsh_gas	mIWena#mIWena#noun#2#RM
marsh_land	kaccaBUmi#kaccaBUmi#noun#2#RM
marsh_mallow	eka_prakAra_kI_miTAI#eka_prakAra_kI_miTAI#noun#2#RM
marshalling_yard	vinyAsa_yArda#vinyAsa_yArda#noun#2#RM
martial_art	sAmarika_kalA#sAmarika_kalA#noun#2#RM
martial_arts	yuxXavixyA#yuxXavixyA#noun#2#RM
martial_law	sEnika_kAnUna#sEnika_kAnUna#noun#2#RM
mask_bit	AcCaxa_xvi_aMka#AcCaxa_xvi_aMka#noun#2#RM
mask_matching	AcCaxa_sumelana#AcCaxa_sumelana#noun#2#RM
mask_programmable_device	AvaraNa_progrAma_yoga_yukwi#AvaraNa_progrAma_yoga_yukwi#noun#3#RM
mask_register	AvaraNa_rajistara#AvaraNa_rajistara#noun#2#RM
maskable_interrupt	praCAxanIya_aMAwarAyana#praCAxanIya_aMAwarAyana#noun#2#RM
masked_ball	nqwya_jisameM_awiWi_muKOte_pahanawe_hE#nqwya_jisameM_awiWi_muKOte_pahanawe_hE#noun#2#RM
masked_rom	Avqwa_roYma#Avqwa_roYma#noun#2#RM
mass_communication	janasaMcAra#janasaMcAra#noun#2#RM
mass_consumption	Ama_upaBoga#Ama_upaBoga#noun#2#RM
mass_data	vipula_AMkadZe#vipula_AMkadZe#noun#2#RM
mass_distribution	vyApaka_viwaraNa#vyApaka_viwaraNa#noun#2#RM
mass_immunization	vApaka_prawirakRaNa#vApaka_prawirakRaNa#noun#2#RM
mass_media	janasaMcAra_mAXyama#janasaMcAra_mAXyama#noun#2#RM
mass_memory	vipula_smqwi#vipula_smqwi#noun#2#RM
mass_produce	badZI_saMKyA_meM_uwpAxana_karanA#badZI_saMKyA_meM_uwpAxana_karanA#noun#2#RM
mass_producer	puMja_uwpAxaka#puMja_uwpAxaka#noun#2#RM
mass_production	badZe_pEmAne_para_uwpAxana#badZe_pEmAne_para_uwpAxana#noun#2#RM
mass_storage	vipula_BaMdAraNa#vipula_BaMdAraNa#noun#2#RM
mass_storage_device	vipula_BaMdAraNa_yukwi#vipula_BaMdAraNa_yukwi#noun#3#RM
mass_storage_file_segment	vipula_BaMdAraNa_saMcikA_KaMda#vipula_BaMdAraNa_saMcikA_KaMda#noun#4#RM
mass_storage_on_line	AEYnalAina_vipula_BaMdAraNa#AEYnalAina_vipula_BaMdAraNa#noun#4#RM
mass_unemployment	vyApaka_berojZagArI#vyApaka_berojZagArI#noun#2#RM
massage_chair	mAliSa_kI_kursI#mAliSa_kI_kursI#noun#2#RM
massage_parlour	mAliSa_karane_kI_xukAna#mAliSa_karane_kI_xukAna#noun#2#RM
mast_leskari	maswUla_laSkarI#maswUla_laSkarI#noun#2#RM
mast_mechanic	maswUla_mi_iwrI#maswUla_mi_iwrI#noun#2#RM
master_agreement	mAnaka_karAra_anubaMXa#mAnaka_karAra_anubaMXa#noun#2#RM
master_at_arms	mAstara-Eta-Armsa#mAstara-Eta-Armsa#noun#3#RM
master_bedroom	muKya_SayanakakRa#muKya_SayanakakRa#noun#2#RM
master_card	mUla_kArda#mUla_kArda#noun#2#RM
master_class	saMgIwapATa#saMgIwapATa#noun#2#RM
master_clock	praXAna_GadZI#praXAna_GadZI#noun#2#RM
master_clock_frequency	niyaMwraka_GadZI_Avqwi#niyaMwraka_GadZI_Avqwi#noun#3#RM
master_console	praXAna_kansola#praXAna_kansola#noun#2#RM
master_control_interrupt	praXAna_niyaMwraNa_aMwarAyana#praXAna_niyaMwraNa_aMwarAyana#noun#3#RM
master_copy	muKya_kApI#muKya_kApI#noun#2#RM
master_data	praXAna_AMkadZe#praXAna_AMkadZe#noun#2#RM
master_degree	snAwakowwara_upAXi#snAwakowwara_upAXi#noun#2#RM
master_diagram	pramuKa_AreKa#pramuKa_AreKa#noun#2#RM
master_file	praXAna_saMcikA#praXAna_saMcikA#noun#2#RM
master_file_inventory	praXAna_saMcikA_wAlikA#praXAna_saMcikA_wAlikA#noun#3#RM
master_file_update_program	praXAna_saMcikA_axyawana_kramAxeSa#praXAna_saMcikA_axyawana_kramAxeSa#noun#4#RM
master_frequency_generator	praXAna_Avqwi_janiwra#praXAna_Avqwi_janiwra#noun#3#RM
master_general_of_ordnance	mAstara_janarala_oYPa_ArdaneMsa#mAstara_janarala_oYPa_ArdaneMsa#noun#2#RM
master_group	praXAna_samUha#praXAna_samUha#noun#2#RM
master_instruction_tape	praXAna_anuxeSa_tepa#praXAna_anuxeSa_tepa#noun#3#RM
master_key	mAstara_kuMjI#mAstara_kuMjI#noun#2#RM
master_library_tape	praXAna_lAibrerI_tepa#praXAna_lAibrerI_tepa#noun#3#RM
master_mind	pramuKa_ximAga#pramuKa_ximAga#noun#2#RM
master_of_architecture	vAswuvixyA-niRNAwa#vAswuvixyA-niRNAwa#noun#1#RM
master_of_ceremonie	samAroha_saMyojaka#samAroha_saMyojaka#noun#1#RM
master_of_ceremonies	viXinAyaka#viXinAyaka#noun#1#RM
master_of_mint	taMkapAla#taMkapAla#noun#1#RM
master_piece	SreRTa_kqwi#SreRTa_kqwi#noun#2#RM
master_plan	jatila_parisWiwi_kI_vijaya_yojanA#jatila_parisWiwi_kI_vijaya_yojanA#noun#2#RM
master_processor	praXAna_prakramaka#praXAna_prakramaka#noun#2#RM
master_program	praXAna_kramAxeSa#praXAna_kramAxeSa#noun#2#RM
master_record	praXAna_aBileKa#praXAna_aBileKa#noun#2#RM
master_room	praXAna_kakRa#praXAna_kakRa#noun#2#RM
master_scheduler	praXAna_anusUcaka#praXAna_anusUcaka#noun#2#RM
master_state	praXAna_avasWA#praXAna_avasWA#noun#2#RM
master_station	praXAna_kenxra#praXAna_kenxra#noun#2#RM
master_tape	praXAna_tepa#praXAna_tepa#noun#2#RM
master_terminal	praXAna_aMwaka#praXAna_aMwaka#noun#2#RM
master_warrent_officer	mAstara_vAraMta_aPZasara#mAstara_vAraMta_aPZasara#noun#3#RM
master_weaver	praXAna_bunakara#praXAna_bunakara#noun#2#RM
match_book	xiyAsalAiyoM_kA_pawwA#xiyAsalAiyoM_kA_pawwA#noun#2#RM
match_box	xiyAsalAI_kI_dibiyA#xiyAsalAI_kI_dibiyA#noun#2#RM
match_maker	SAxI_waya_karane_vAlA_vyakwi#SAxI_waya_karane_vAlA_vyakwi#noun#2#RM
match_stick	xiyAsalAI#xiyAsalAI#noun#2#RM
match_wood	wIliyoM_kA_kARTa#wIliyoM_kA_kARTa#noun#2#RM
matching_convention	sumelana_rUDZI#sumelana_rUDZI#noun#2#RM
matching_grant	anurUpayojI_anuxAna#anurUpayojI_anuxAna#noun#2#RM
material_abstract	sAmagrI_sAra_apAxana_sAra#sAmagrI_sAra_apAxana_sAra#noun#2#RM
material_account	sAmagrI_leKA#sAmagrI_leKA#noun#2#RM
material_alteration	mahawvapUrNa_parivarwana#mahawvapUrNa_parivarwana#noun#2#RM
material_body	xravyAwaWaumaka#xravyAwaWaumaka#noun#2#RM
material_breach	upAxAna_BaMga#upAxAna_BaMga#noun#2#RM
material_chaser	sAmagrI_cejZara#sAmagrI_cejZara#noun#2#RM
material_checker	sAmagrI_padZawAlakarwA#sAmagrI_padZawAlakarwA#noun#2#RM
material_error	mahawvapUrNa_wruti_ialawI#mahawvapUrNa_wruti_ialawI#noun#2#RM
material_evidence	mahawvapUrNa_sAkRya#mahawvapUrNa_sAkRya#noun#2#RM
material_fact	mahawvapUrNa_waWya#mahawvapUrNa_waWya#noun#2#RM
material_inspector	sAmagrI_nirIkRaka#sAmagrI_nirIkRaka#noun#2#RM
material_management	sAmagrI_prabaMXa#sAmagrI_prabaMXa#noun#2#RM
materiality_convention	paxXArWawA_rUDZI#paxXArWawA_rUDZI#noun#2#RM
materials_abstract	mAla_sAra#mAla_sAra#noun#2#RM
materials_in_hand	haswasWa_sAmagrI#haswasWa_sAmagrI#noun#3#RM
materials_management	sAmagrI_prabaMXana#sAmagrI_prabaMXana#noun#2#RM
materials_requirements_planning_system	paxXArWawA_apekRA_Ayojana_waMwra#paxXArWawA_apekRA_Ayojana_waMwra#noun#4#RM
matering_clerk	mItara_klarka#mItara_klarka#noun#2#RM
maternity_and_child_welfare_centre	prasUwi_Ora_SiSu_kalyANa_kenxra#prasUwi_Ora_SiSu_kalyANa_kenxra#noun#5#RM
maternity_assistant	prasUwi_sahAyaka#prasUwi_sahAyaka#noun#2#RM
maternity_benefits	prasUwi_hiwalABa#prasUwi_hiwalABa#noun#2#RM
maternity_home	prasUwigqha#prasUwigqha#noun#2#RM
maternity_leave	prasUwi_CuttI#prasUwi_CuttI#noun#2#RM
maternity_pay	prasUwi_vewana#prasUwi_vewana#noun#2#RM
mathematical_adviser	gapriwIya_salAhakAra#gapriwIya_salAhakAra#noun#2#RM
mathematical_check	gaNiwIya_jAMEYca#gaNiwIya_jAMEYca#noun#2#RM
mathematical_economics	gapriwIya_arWaSA_Awra#gapriwIya_arWaSA_Awra#noun#2#RM
mathematical_function	gaNiwIya_Palana#gaNiwIya_Palana#noun#2#RM
mathematical_induction	gaNiwIya_preraNa#gaNiwIya_preraNa#noun#2#RM
mathematical_precision	gapriwIya_SuxXawA#gapriwIya_SuxXawA#noun#2#RM
mathematical_simulation	gaNiwIya_anukAra#gaNiwIya_anukAra#noun#2#RM
matriculation_examination	mEtrika_parIkRA#mEtrika_parIkRA#noun#2#RM
matrix_multiplication	nimra_sImA#nimra_sImA#noun#2#RM
matrix_news	mEtriksa_samAcAra#mEtriksa_samAcAra#noun#2#RM
matrix_norm	mEtriksa_mAnaka#mEtriksa_mAnaka#noun#2#RM
matrix_printer	mEtriksa_muxraka#mEtriksa_muxraka#noun#2#RM
matrix_storage	mEtriksa_BaMdAraNa#mEtriksa_BaMdAraNa#noun#2#RM
matrix_switch	mEtriksa_svica#mEtriksa_svica#noun#2#RM
matrix_table	mEtriksa_sAraNI#mEtriksa_sAraNI#noun#2#RM
matrix_updating_method	mEtriksa_axyawanIkaraNa_viXi#mEtriksa_axyawanIkaraNa_viXi#noun#3#RM
matter_in_issue	vicArArWa_viRaya#vicArArWa_viRaya#noun#3#RM
matter_is_under_consideration	viRaya_vicArAXIna_hE#viRaya_vicArAXIna_hE#noun#4#RM
matter_of_common_interest	samAna_hiwa_ke_mAmale#samAna_hiwa_ke_mAmale#noun#1#RM
matter_of_dispute	vivAxa_kA_viRaya#vivAxa_kA_viRaya#noun#1#RM
matter_of_extreme_urgency	awyaMwa_AvaSyaka_mAmalA#awyaMwa_AvaSyaka_mAmalA#noun#1#RM
matter_of_fact	waWya_kI_bAwa#waWya_kI_bAwa#noun#1#RM
matter_of_procedure	kriyAviXika_viRaya#kriyAviXika_viRaya#noun#1#RM
matter_of_regret	Kexa_kA_viRaya#Kexa_kA_viRaya#noun#1#RM
mature_consideration	pakkA_vicAra#pakkA_vicAra#noun#2#RM
mature_economy	prODZa_aaripakva_arWa_vyavasWA#prODZa_aaripakva_arWa_vyavasWA#noun#2#RM
maturing_loans	avaXi_pUrNa_hone_vAle_qNa#avaXi_pUrNa_hone_vAle_qNa#noun#2#RM
maturity_date	paripakvawA_avaXi#paripakvawA_avaXi#noun#2#RM
maturity_of_fixed_deposit_receipt	sAvaXi_jamA_rasIxa_kI_paripakvawA#sAvaXi_jamA_rasIxa_kI_paripakvawA#noun#1#RM
maturity_patterns	avaXi_pUrNa_hone_kA_prakAra#avaXi_pUrNa_hone_kA_prakAra#noun#2#RM
maturity_proceeds	paripakvawA_prApwiyAM#paripakvawA_prApwiyAM#noun#2#RM
maturity_value	paripakvawA_mUlya#paripakvawA_mUlya#noun#2#RM
maundy_thursday	puNya_bqhaspawivAra#puNya_bqhaspawivAra#noun#2#RM
maxi_computer	bqhawa_aBikaliwra#bqhawa_aBikaliwra#noun#2#RM
maximal_element	uccaniRTa_avayava#uccaniRTa_avayava#noun#2#RM
maximization_of_profit	lABa_iRtawamIkaraNa#lABa_iRtawamIkaraNa#noun#1#RM
maximum_average_pay	aXikawama_Osawa_vewana#aXikawama_Osawa_vewana#noun#3#RM
maximum_benefit	aXikawama_hiwa_aABa#aXikawama_hiwa_aABa#noun#2#RM
maximum_borrowing_power	uXAra_lene_kI_aXikawama_Sikwa#uXAra_lene_kI_aXikawama_Sikwa#noun#3#RM
maximum_length_sequence	aXikawama_xErXya_anukrama#aXikawama_xErXya_anukrama#noun#3#RM
maximum_likelihood_estimation	aXikawama_saMBAvanA_prAkkalana#aXikawama_saMBAvanA_prAkkalana#noun#3#RM
maximum_likelihood_technique	aXikawama_saMBAvyawA_wakanIka#aXikawama_saMBAvyawA_wakanIka#noun#3#RM
maximum_operating_frequency	aXikawama_pracAlana_Avqwi#aXikawama_pracAlana_Avqwi#noun#3#RM
maximum_pay	aXikawama_vewana#aXikawama_vewana#noun#2#RM
maximum_price	aXikawama_kImawa_aUlya#aXikawama_kImawa_aUlya#noun#2#RM
maximum_rate	aXikawama_xara#aXikawama_xara#noun#2#RM
maximum_transmission_unit	aXikawama_saMcarana_ekaka#aXikawama_saMcarana_ekaka#noun#3#RM
maximum_usable_frequency	aXikawama_prAyojaWauya_Avqwi#aXikawama_prAyojaWauya_Avqwi#noun#3#RM
maximum_utilization	aXikawama_upayoga#aXikawama_upayoga#noun#2#RM
may_be	samBavawaH#samBavawaH#noun#2#RM
may_be_considered	vicAra_kiyA_jAe#vicAra_kiyA_jAe#noun#3#RM
may_be_excused	kRamA_kiyA_jAe#kRamA_kiyA_jAe#noun#3#RM
may_be_field	PAila_kara_xiyA_jAe#PAila_kara_xiyA_jAe#noun#3#RM
may_be_informed_accordingly	waxanusAra_sUciwa_kara_xiyA_jAe#waxanusAra_sUciwa_kara_xiyA_jAe#noun#4#RM
may_be_obtained	prApwa_kiyA_jAe#prApwa_kiyA_jAe#noun#3#RM
may_be_passed_for_payment	BugawAna_ke_lie_pAsa_kareM#BugawAna_ke_lie_pAsa_kareM#noun#5#RM
may_be_permitted	anumawi_xI_jAe#anumawi_xI_jAe#noun#3#RM
may_be_regretted	Kexa_prakata_kiyA_jAe#Kexa_prakata_kiyA_jAe#noun#3#RM
may_be_requested_to_clarify	se_spaRtIkaraNa_kI_prArWanA_kareM#se_spaRtIkaraNa_kI_prArWanA_kareM#noun#5#RM
may_be_returned_when_done_with	kAma_ho_jAne_para_lOtA_xeM#kAma_ho_jAne_para_lOtA_xeM#noun#6#RM
may_be_treated_as_urgent	ise_awi_AvaSyaka_samaJA_jAe#ise_awi_AvaSyaka_samaJA_jAe#noun#5#RM
may_day	maI_xivasa#maI_xivasa#noun#2#RM
may_deem_necessary	AvaSyaka_samaJeM#AvaSyaka_samaJeM#noun#3#RM
may_flowers	hAvaWArna_ke_PUla#hAvaWArna_ke_PUla#noun#2#RM
may_fly	maI_kI_makkI#maI_kI_makkI#noun#2#RM
may_please_see	kqpayA_xeKeM#kqpayA_xeKeM#noun#3#RM
meadow_bright	camakIlI_GAsa_kA_mExAna#camakIlI_GAsa_kA_mExAna#noun#2#RM
meal_ticket	koI_vyakwi_yA_vaswu_jisase_Bojana_kI_vyavasWA_ho#koI_vyakwi_yA_vaswu_jisase_Bojana_kI_vyavasWA_ho#noun#2#RM
mealy_bug	mIlI_baga#mIlI_baga#noun#2#RM
mealy_mouthed	bAwa_ko_tAlane_vAlA#bAwa_ko_tAlane_vAlA#noun#2#RM
mean_capital_at_charge	lagI_huWa_maXyamAna_pUMjI#lagI_huWa_maXyamAna_pUMjI#noun#4#RM
mean_distance	Osawa_xUrI#Osawa_xUrI#noun#2#RM
mean_entropy	mAXya_entrApI#mAXya_entrApI#noun#2#RM
mean_information_content	mAXya_sUcanA_aMwarvaswu#mAXya_sUcanA_aMwarvaswu#noun#3#RM
mean_recurrence_time	mAXya_punarAvqwi_avaXi#mAXya_punarAvqwi_avaXi#noun#3#RM
mean_repair_time	mAXya_marammawa_kAla#mAXya_marammawa_kAla#noun#3#RM
