#_@Structure_@of_@the_@file:		
#@wrd	@paxasuwra	@source
# @Girl @standing @in @front @of @me ..		
##_@I_@was_@fond_@of_@her_@music.		
#@GOD	paramAwmA	@PADA
#@These_@are_@the_@people_@who_@most_@need_@our_@help.		
#@aBiyAna_->_@aBiyAna_@calAnA		
#@anybody	kisI~BI^koI~BI	@PADA
#@anything's	koI~BI{cIjZa~yA~kAma}	@SABDA
#@anything	koI~BI{cIjZa~yA~kAma}	@SABDA
#@drift's	bahanA{@vib:kA}	@SABDA
#@drift	bahanA{0}	@SABDA
#@drifted	bahanA~{@ed/@en}	@SABDA
#@drifting	bahanA~{@ing}	@SABDA
#@drifts'	bahanA{@s}{@vib:kA}	@SABDA
#@drifts	bahanA~{@s}	@SABDA
#@fond	pasanxa~honA2[-]	@SABDA
#@most	aXikawama	@PADA
#@nervous	vyagra^snAyavika[-]	@SABDA
#@nobody	koI~nahIM{0}	@SABDA
#@none	koI~nahIM	@SABDA
#@nothing	kuCa~BI~nahIM^SUnya{0}	@SABDA
#@retain	sWira~raKanA{0}	@SABDA
#@retained	sWira~raKanA~{@ed/@en}	@SABDA
#@retaining	sWira~raKanA~{@ing}	@SABDA
#@retains	sWira~raKanA~{@s}	@SABDA
#@some	kuCa^koI	@SABDA
#@standing	sWAI/prawiRTA[-]~{@ing}	@SABDA
#@urge's	preraNA[>preriwa~karanA]{@vib:kA}	@SABDA
#@urge	preraNA[>preriwa~karanA]{0}	@SABDA
#@urged	preraNA[>preriwa~karanA]~{@ed/@en}	@SABDA
#@urges'	preraNA[>preriwa~karanA]{@s}{@vib:kA}	@SABDA
#@urges	preraNA[>preriwa~karanA]~{@s}	@SABDA
#@urging	preraNA[>preriwa~karanA]~{@ing}	@SABDA
#@walking	pExala~calanA[-]~{@ing}	@SABDA
#@writing	liKAI	@PADA
hinds's	piCalA/hiranI{vib:kA}
hindu	Bahax^BahaxU
Hinduer	hinxU~{wara}
Hinduest	hinxU~{wama}
Hinduism's	hinxuwva{vib:kA}
Hindu's	hinxU{vib:kA}
Hindus'	hinxU{ba.}{vib:kA}
Hindus	hinxU{s}
hinged	kabjA/kabje~para~GUmanA/nirBara~rahanA~{ed/en}
hinge's	kabjA/kabje~para~GUmanA/nirBara~rahanA{vib:kA}
hinges'	kabjA/kabje~para~GUmanA/nirBara~rahanA{ba.}{vib:kA}
hinges	kabjA/kabje~para~GUmanA/nirBara~rahanA~{s}
hinging	kabjA/kabje~para~GUmanA/nirBara~rahanA~{ing}
hinted	saMkewa{parokRa}/saMkewa~xenA~{ed/en}
hinterland's	samuxra~yA~naxI~wata~ke~pICe~kA~praxeSa{vib:kA}
hinterlands'	samuxra~yA~naxI~wata~ke~pICe~kA~praxeSa{ba.}{vib:kA}
hinterlands	samuxra~yA~naxI~wata~ke~pICe~kA~praxeSa{s}
hinting	saMkewa{parokRa}/saMkewa~xenA~{ing}
hint's	saMkewa{parokRa}/saMkewa~xenA{vib:kA}
hints'	saMkewa{parokRa}/saMkewa~xenA{ba.}{vib:kA}
hints	saMkewa{parokRa}/saMkewa~xenA~{s}
hip-bath's	kati~snAna{vib:kA}
hip-baths'	kati~snAna{ba.}{vib:kA}
hip-baths	kati~snAna{s}
hip-flask's	SarAba~kI~bowala~jo~peMta~ke~piCale~jeba~mEM~raKa~lI~jAya{vib:kA}
hip-flasks'	SarAba~kI~bowala~jo~peMta~ke~piCale~jeba~mEM~raKa~lI~jAya{ba.}{vib:kA}
hip-flasks	SarAba~kI~bowala~jo~peMta~ke~piCale~jeba~mEM~raKa~lI~jAya{s}
hippeder	uwsAha~hIna~banAnA~{wara}
hippedest	uwsAha~hIna~banAnA~{wama}
hippie's	hippI~loga~lambe~bAla~vAle{vib:kA}
hippies'	hippI~loga~lambe~bAla~vAle{ba.}{vib:kA}
hippies	hippI~loga~lambe~bAla~vAle{s}
hip-pocket's	peMta~kI~piCale~jeba{vib:kA}
hip-pockets'	peMta~kI~piCale~jeba{ba.}{vib:kA}
hip-pockets	peMta~kI~piCale~jeba{s}
hippopotami's	xariyAI~GodZA{ba.}{vib:kA}
hippopotami	xariyAI~GodZA{s}
hippopotamuses'	xariyAI~GodZA{ba.}{vib:kA}
hippopotamuses	xariyAI~GodZA{s}
hippopotamus's	xariyAI~GodZA{vib:kA}
hippo's	xariyAI~GodZA{vib:kA}
hippos'	xariyAI~GodZA{ba.}{vib:kA}
hippos	xariyAI~GodZA{s}
hippy	hippI~loga~lambe~bAla~vAle{0}
hippy's	hippI~loga~lambe~bAla~vAle{vib:kA}
hired	kirAyA/BAdZA/majaxUrI~para~raKanA/kirAye~para~lenA~{ed/en}
hireling's	kirAye~kA~tattU{pEsA~lekara~kAma~karane~vAlA}{vib:kA}
hirelings'	kirAye~kA~tattU{pEsA~lekara~kAma~karane~vAlA}{ba.}{vib:kA}
hirelings	kirAye~kA~tattU{pEsA~lekara~kAma~karane~vAlA}{s}
hires	kirAyA/BAdZA/majaxUrI~para~raKanA/kirAye~para~lenA~{s}
hiring	kirAyA/BAdZA/majaxUrI~para~raKanA/kirAye~para~lenA~{ing}
hirsuter	roMyeMxAra~bAlaxAra~{wara}
hirsutest	roMyeMxAra~bAlaxAra~{wama}
hissed	sisakArI/PuPakArI/sisakAranA/PuPakAranA~{ed/en}
hisses'	sisakArI/PuPakArI/sisakAranA/PuPakAranA{ba.}{vib:kA}
hisses	sisakArI/PuPakArI/sisakAranA/PuPakAranA~{s}
hissing	sisakArI/PuPakArI/sisakAranA/PuPakAranA~{ing}
hiss's	sisakArI/PuPakArI/sisakAranA/PuPakAranA{vib:kA}
histamine	ihajatamIna
historian's	iwihAsakAra{vib:kA}
historians'	iwihAsakAra{ba.}{vib:kA}
historians	iwihAsakAra{s}
historicaler	EwihAsika~{wara}
historicalest	EwihAsika~{wama}
historicer	iwihAsa-~prasixXa~{wara}
historicest	iwihAsa-~prasixXa~{wama}
histories'	iwihAsa{ba.}{vib:kA}
histories	iwihAsa{s}
history's	iwihAsa{vib:kA}
histrionical	aBinewAoM~kA/aBinaya~kA[-]
histrionicaler	aBinewAoM~kA/aBinaya~kA~{wara}
histrionicalest	aBinewAoM~kA/aBinaya~kA~{wama}
histrionically	
histrionicer	aBinewAoM~kA/aBinaya~kA~{wara}
histrionicest	aBinewAoM~kA/aBinaya~kA~{wama}
histrionics	nAtakIya~vyavahAra
hit-and-runer	vAhana~xvArA~Ahawa~kara~BAga~jAnA~{wara}
hit-and-runest	vAhana~xvArA~Ahawa~kara~BAga~jAnA~{wama}
hit-and-run's	vAhana~xvArA~Ahawa~kara~BAga~jAnA{vib:kA}
hit-and-runs'	vAhana~xvArA~Ahawa~kara~BAga~jAnA{ba.}{vib:kA}
hit-and-runs	vAhana~xvArA~Ahawa~kara~BAga~jAnA{s}
hitched	JatakA/XakkA/atakAva/liPta~lenA^Upara~le~jAnA~{ed/en}
hitches'	JatakA/XakkA/atakAva/liPta~lenA^Upara~le~jAnA{ba.}{vib:kA}
hitches	JatakA/XakkA/atakAva/liPta~lenA^Upara~le~jAnA~{s}
hitchhiked	xUsare~ke~vAhana~para~muPwa~sEra~karanA~{ed/en}
hitchhikes	xUsare~ke~vAhana~para~muPwa~sEra~karanA~{s}
hitchhiking	xUsare~ke~vAhana~para~muPwa~sEra~karanA~{ing}
hitching	JatakA/XakkA/atakAva/liPta~lenA^Upara~le~jAnA~{ing}
hitch's	JatakA/XakkA/atakAva/liPta~lenA^Upara~le~jAnA{vib:kA}
hitherer	isa~waraPa~{wara}
hitherest	isa~waraPa~{wama}
hit's	AGAwa/saPala/prahAra~karanA{vib:kA}
hits'	AGAwa/saPala/prahAra~karanA{ba.}{vib:kA}
hits	AGAwa/saPala/prahAra~karanA~{s}
hitter's	wAkawa~se~mArane~vAlA{vib:kA}
hitters'	wAkawa~se~mArane~vAlA{ba.}{vib:kA}
hitters	wAkawa~se~mArane~vAlA{s}
hitting	AGAwa/saPala/prahAra~karanA~{ing}
hived	maXumakKiyoM~kA~CawwA~{ed/en}
hive's	maXumakKiyoM~kA~CawwA{vib:kA}
hives'	maXumakKiyoM~kA~CawwA{ba.}{vib:kA}
hives	maXumakKiyoM~kA~CawwA~{s}
hiving	maXumakKiyoM~kA~CawwA~{ing}
hoarded	KajAnA~gupwa~Xana~{ed/en}
hoarding's	sadZaka~kinAre~lage~vijFApana~pata{vib:kA}
hoardings'	sadZaka~kinAre~lage~vijFApana~pata{ba.}{vib:kA}
hoardings	sadZaka~kinAre~lage~vijFApana~pata{s}
hoard's	KajAnA~gupwa~Xana{vib:kA}
hoards'	KajAnA~gupwa~Xana{ba.}{vib:kA}
hoards	KajAnA~gupwa~Xana~{s}
hoarier	purAwana~{wara}
hoariest	purAwana~{wama}
hoarsenesses'	AvAjZa~kA~PatApana{ba.}{vib:kA}
hoarsenesses	AvAjZa~kA~PatApana{s}
hoarseness's	AvAjZa~kA~PatApana{vib:kA}
hoarser	karkaSa~{wara}
hoarsest	karkaSa~{wama}
hoaxed	JAzsA/majAka~ke~wOra~para~JAzsA~xenA~{ed/en}
hoaxes'	JAzsA/majAka~ke~wOra~para~JAzsA~xenA{ba.}{vib:kA}
hoaxes	JAzsA/majAka~ke~wOra~para~JAzsA~xenA~{s}
hoaxing	JAzsA/majAka~ke~wOra~para~JAzsA~xenA~{ing}
hoax's	JAzsA/majAka~ke~wOra~para~JAzsA~xenA{vib:kA}
hobbies'	aBiruci{ba.}{vib:kA}
hobbies	aBiruci{s}
hobbled	laMgadZA~kara~calanA~{ed/en}
hobble's	laMgadZA~kara~calanA{vib:kA}
hobbles'	laMgadZA~kara~calanA{ba.}{vib:kA}
hobbles	laMgadZA~kara~calanA~{s}
hobbling	laMgadZA~kara~calanA~{ing}
hobby's	aBiruci{vib:kA}
hobgoblin's	vEwAla{vib:kA}
hobgoblins'	vEwAla{ba.}{vib:kA}
hobgoblins	vEwAla{s}
hobnobbed	melajola~raKanA~{ed/en}
hobnobbing	melajola~raKanA~{ing}
hobnobs	melajola~raKanA~{s}
hoboes'	eka~sWAna~se~xUsare~sWAna~para~majaxUrI~karane~vAlA~majaxUra{ba.}{vib:kA}
hoboes	eka~sWAna~se~xUsare~sWAna~para~majaxUrI~karane~vAlA~majaxUra{s}
hobo's	eka~sWAna~se~xUsare~sWAna~para~majaxUrI~karane~vAlA~majaxUra{vib:kA}
hobos'	eka~sWAna~se~xUsare~sWAna~para~majaxUrI~karane~vAlA~majaxUra{ba.}{vib:kA}
hobos	eka~sWAna~se~xUsare~sWAna~para~majaxUrI~karane~vAlA~majaxUra{s}
hocked	jAnavaroM~ke~piCale~pEra~kA~jodZa/giravI~raKanA~{ed/en}
hockey's	hAkI/eka~prakAra~kA~Kela{vib:kA}
hockeys'	hAkI/eka~prakAra~kA~Kela{ba.}{vib:kA}
hockeys	hAkI/eka~prakAra~kA~Kela{s}
hocking	jAnavaroM~ke~piCale~pEra~kA~jodZa/giravI~raKanA~{ing}
hock's	jAnavaroM~ke~piCale~pEra~kA~jodZa/giravI~raKanA{vib:kA}
hocks'	jAnavaroM~ke~piCale~pEra~kA~jodZa/giravI~raKanA{ba.}{vib:kA}
hocks	jAnavaroM~ke~piCale~pEra~kA~jodZa/giravI~raKanA~{s}
hocus-pocused	jAxU~manwara~{ed/en}
hocuspocused	jAxU~manwara~{ed/en}
hocus-pocuses'	jAxU~manwara{ba.}{vib:kA}
hocus-pocuses	jAxU~manwara~{s}
hocuspocuses'	jAxU~manwara{ba.}{vib:kA}
hocuspocuses	jAxU~manwara~{s}
hocus-pocusing	jAxU~manwara~{ing}
hocuspocusing	jAxU~manwara~{ing}
hocuspocus	jAxU~manwara{0}
hocus-pocussed	jAxU~manwara~{ed/en}
hocuspocussed	jAxU~manwara~{ed/en}
hocus-pocussing	jAxU~manwara~{ing}
hocuspocussing	jAxU~manwara~{ing}
hocus-pocus's	jAxU~manwara{vib:kA}
hocuspocus's	jAxU~manwara{vib:kA}
hoda	hodZA
hodgepodge's	gadZabadZa{vib:kA}
hodgepodges'	gadZabadZa{ba.}{vib:kA}
hodgepodges	gadZabadZa{s}
hod's	IMta~Done~kA~hawWexAra~baksa{vib:kA}
hods'	IMta~Done~kA~hawWexAra~baksa{ba.}{vib:kA}
hods	IMta~Done~kA~hawWexAra~baksa{s}
hoed	kuxAla~{ed/en}
hoeing	kuxAla~{ing}
hoe's	kuxAla{vib:kA}
hoes'	kuxAla{ba.}{vib:kA}
hoes	kuxAla~{s}
hogged	suara~{ed/en}
hogging	suara~{ing}
hog's	suara{vib:kA}
hogs'	suara{ba.}{vib:kA}
hogs	suara~{s}
hogwashes'	bemawalaba~kI~bAwa{ba.}{vib:kA}
hogwashes	bemawalaba~kI~bAwa{s}
hogwash's	bemawalaba~kI~bAwa{vib:kA}
hoicked	Upara~kI~ora~uTAnA~{ed/en}
hoicking	Upara~kI~ora~uTAnA~{ing}
hoicks	Upara~kI~ora~uTAnA~{s}
hoing	kuxAla~{ing}
hoisted	Upara~uTAnA~{ed/en}
hoisting	Upara~uTAnA~{ing}
hoist's	Upara~uTAnA{vib:kA}
hoists'	Upara~uTAnA{ba.}{vib:kA}
hoists	Upara~uTAnA~{s}
hoity-toitier	aBimAnI~{wara}
hoitytoitier	aBimAnI~{wara}
hoity-toitiest	aBimAnI~{wama}
hoitytoitiest	aBimAnI~{wama}
hoitytoity	aBimAnI[-]
hokum's	bakavAsa{vib:kA}
hokums'	bakavAsa{ba.}{vib:kA}
hokums	bakavAsa{s}
holdall's	biswarabaMxa{vib:kA}
holdalls'	biswarabaMxa{ba.}{vib:kA}
holdalls	biswarabaMxa{s}
holder's	XAraka{vib:kA}
holders'	XAraka{ba.}{vib:kA}
holders	XAraka{s}
holding's	aXisaMpawwi{vib:kA}
holdings'	aXisaMpawwi{ba.}{vib:kA}
holdings	aXisaMpawwi{s}
hold's	pakadZa/pakadZanA{majZabUwI~se}{vib:kA}
holds'	pakadZa/pakadZanA{majZabUwI~se}{ba.}{vib:kA}
holds	pakadZa/pakadZanA{majZabUwI~se}~{s}
holdup	jabarana~rokanA{0}
hold-up's	jabarana~rokanA{vib:kA}
hold-ups'	jabarana~rokanA{ba.}{vib:kA}
hold-ups	jabarana~rokanA{s}
holdup's	jabarana~rokanA{vib:kA}
holdups'	jabarana~rokanA{ba.}{vib:kA}
holdups	jabarana~rokanA{s}
holed	Cexa/Cexa~banAnA~{ed/en}
hole's	Cexa/Cexa~banAnA{vib:kA}
holes'	Cexa/Cexa~banAnA{ba.}{vib:kA}
holes	Cexa/Cexa~banAnA~{s}
holibut	hElibata{capate~AkAra~kI~samuxrI~maCalI}{eka.ba.}
holibut's	hElibata{capate~AkAra~kI~samuxrI~maCalI}{vib:kA}{ba.}+kA
holidayed	avakASa~kA~xina~{ed/en}
holidaying	avakASa~kA~xina~{ing}
holiday-maker's	sElAnI{vib:kA}
holiday-makers'	sElAnI{ba.}{vib:kA}
holiday-makers	sElAnI{s}
holiday's	avakASa~kA~xina{vib:kA}
holidays'	avakASa~kA~xina{ba.}{vib:kA}
holidays	avakASa~kA~xina~{s}
holier	paviwra~{wara}
holies'	paviwra{ba.}{vib:kA}
holies	paviwra{s}
holiest	paviwra~{wama}
holinesses'	paviwrawA{ba.}{vib:kA}
holinesses	paviwrawA{s}
holiness's	paviwrawA{vib:kA}
holing	Cexa/Cexa~banAnA~{ing}
holisticer	paviwra~{wara}
holisticest	paviwra~{wama}
holland	hOYlEMda
hollered	jora~se~cillAnA~{ed/en}
hollering	jora~se~cillAnA~{ing}
holler's	jora~se~cillAnA{vib:kA}
hollers'	jora~se~cillAnA{ba.}{vib:kA}
hollers	jora~se~cillAnA~{s}
hollies'	eka~prakAra~kA~saxAbahAra~vqkRa{ba.}{vib:kA}
hollies	eka~prakAra~kA~saxAbahAra~vqkRa{s}
hollowed	KoKalA~{ed/en}
hollower	KoKalA~{wara}
hollowest	KoKalA~{wama}
hollowing	KoKalA~{ing}
hollownesses'	DoMga{ba.}{vib:kA}
hollownesses	DoMga{s}
hollowness's	DoMga{vib:kA}
hollow's	KoKalA{vib:kA}
hollows'	KoKalA{ba.}{vib:kA}
hollows	KoKalA~{s}
hollyhock's	eka~UzcA~PUla~kA~pOXA{vib:kA}
hollyhocks'	eka~UzcA~PUla~kA~pOXA{ba.}{vib:kA}
hollyhocks	eka~UzcA~PUla~kA~pOXA{s}
holly's	eka~prakAra~kA~saxAbahAra~vqkRa{vib:kA}
hollywood	hOYlIvuda
holocaust's	sarvanASa{vib:kA}
holocausts'	sarvanASa{ba.}{vib:kA}
holocausts	sarvanASa{s}
holstein	PZrIjZana~gAya
holster's	piswOla~kA~camadZe~kA~Kola{vib:kA}
holsters'	piswOla~kA~camadZe~kA~Kola{ba.}{vib:kA}
holsters	piswOla~kA~camadZe~kA~Kola{s}
hols	CuyYa^y
holy's	paviwra{vib:kA}
homaged	SraxxAMjali~{ed/en}
homage's	SraxxAMjali{vib:kA}
homages'	SraxxAMjali{ba.}{vib:kA}
homages	SraxxAMjali~{s}
homaging	SraxxAMjali~{ing}
homed	GarelU/Gara/Gara/Gara~lOtanA~{ed/en}
home-growner	Gara~meM~upaja~kiyA~huA~{wara}
homegrowner	Gara~meM~upaja~kiyA~huA~{wara}
home-grownest	Gara~meM~upaja~kiyA~huA~{wama}
homegrownest	Gara~meM~upaja~kiyA~huA~{wama}
homegrown	Gara~meM~upaja~kiyA~huA[-]
homeland's	svaxeSa{vib:kA}
homelands'	svaxeSa{ba.}{vib:kA}
homelands	svaxeSa{s}
homelesser	beGara~kA/GarahIna~{wara}
homelesses'	beGara~kA/GarahIna{ba.}{vib:kA}
homelesses	beGara~kA/GarahIna{s}
homelessest	beGara~kA/GarahIna~{wama}
homelessnesses'	Gara~vihInawA{ba.}{vib:kA}
homelessnesses	Gara~vihInawA{s}
homelessness's	Gara~vihInawA{vib:kA}
homeless's	beGara~kA/GarahIna{vib:kA}
homelier	sIXA-sAxA~{wara}
homeliest	sIXA-sAxA~{wama}
home-mader	svaxeSI~{wara}
homemader	svaxeSI~{wara}
home-madest	svaxeSI~{wama}
homemadest	svaxeSI~{wama}
homemade	svaxeSI[-]
homeopathicer	homiyopEWa~kI~{wara}
homeopathicest	homiyopEWa~kI~{wama}
homeopathies'	homiyopEWI~cikiwsA{ba.}{vib:kA}
homeopathies	homiyopEWI~cikiwsA{s}
homeopath's	homiyopEWa~cikiwsaka{vib:kA}
homeopaths'	homiyopEWa~cikiwsaka{ba.}{vib:kA}
homeopaths	homiyopEWa~cikiwsaka{s}
homeopathy's	homiyopEWI~cikiwsA{vib:kA}
home's	GarelU/Gara/Gara/Gara~lOtanA{vib:kA}
homes'	GarelU/Gara/Gara/Gara~lOtanA{ba.}{vib:kA}
homes	GarelU/Gara/Gara/Gara~lOtanA~{s}
homesick	gqhAsakwa
homesicknesses'	gqhaviyoga{ba.}{vib:kA}
homesicknesses	gqhaviyoga{s}
homesickness's	gqhaviyoga{vib:kA}
homespuner	Gara~kA~bunA~{wara}
homespunest	Gara~kA~bunA~{wama}
homespun's	Gara~kA~bunA{vib:kA}
homespuns'	Gara~kA~bunA{ba.}{vib:kA}
homespuns	Gara~kA~bunA{s}
homestead's	kqRi~PArma{vib:kA}
homesteads'	kqRi~PArma{ba.}{vib:kA}
homesteads	kqRi~PArma{s}
homewarder	Gara~kI~ora~{wara}
homewardest	Gara~kI~ora~{wama}
homework's	gqhakArya{vib:kA}
homeworks'	gqhakArya{ba.}{vib:kA}
homeworks	gqhakArya{s}
homicidaler	AwmaGAwI~{wara}
homicidalest	AwmaGAwI~{wama}
homicide's	narahawyA{vib:kA}
homicides'	narahawyA{ba.}{vib:kA}
homicides	narahawyA{s}
homier	GarajEsA~suKaxa~ArAmaxeha~{wara}
homiest	GarajEsA~suKaxa~ArAmaxeha~{wama}
homilies'	Xarma~upaxeSa{ba.}{vib:kA}
homilies	Xarma~upaxeSa{s}
homily's	Xarma~upaxeSa{vib:kA}
homing's	lakRyaBexI~misAila{vib:kA}
homings'	lakRyaBexI~misAila{ba.}{vib:kA}
homings	lakRyaBexI~misAila{s}
homoeopath	homyopEWika~dOYktara
homoeopathicer	homiyopEWa~kI~{wara}
homoeopathicest	homiyopEWa~kI~{wama}
homoeopathic	homiyopEWa~kI[-]
homoeopathies'	homiyopEWI~cikiwsA{ba.}{vib:kA}
homoeopathies	homiyopEWI~cikiwsA{s}
homoeopathy	homiyopEWI~cikiwsA{0}
homoeopathy's	homiyopEWI~cikiwsA{vib:kA}
homogeneities'	sajAwIyawA{ba.}{vib:kA}
homogeneities	sajAwIyawA{s}
homogeneity's	sajAwIyawA{vib:kA}
homogeneouser	sajAwIya~{wara}
homogeneousest	sajAwIya~{wama}
homograph's	samAnavarwanI~Sabxa~jinake~arWa~Binna~ho{vib:kA}
homographs'	samAnavarwanI~Sabxa~jinake~arWa~Binna~ho{ba.}{vib:kA}
homographs	samAnavarwanI~Sabxa~jinake~arWa~Binna~ho{s}
homophone's	samaXvanika~Sabxa{vib:kA}
homophones'	samaXvanika~Sabxa{ba.}{vib:kA}
homophones	samaXvanika~Sabxa{s}
homosexualer	samaliMgakAmI~{wara}
homosexualest	samaliMgakAmI~{wama}
homosexuality	samaliMgakAmukawA
homosexual's	samaliMgakAmI{vib:kA}
homosexuals'	samaliMgakAmI{ba.}{vib:kA}
homosexuals	samaliMgakAmI{s}
honed	pEnA~karanA~{ed/en}
hone's	pEnA~karanA{vib:kA}
hones'	pEnA~karanA{ba.}{vib:kA}
hones	pEnA~karanA~{s}
honester	niRkapata~{wara}
honestest	niRkapata~{wama}
honesties'	ImAnaxArI{ba.}{vib:kA}
honesties	ImAnaxArI{s}
honesty's	ImAnaxArI{vib:kA}
honeycombed	CawwA~{ed/en}
honeycombing	CawwA~{ing}
honeycomb's	CawwA{vib:kA}
honeycombs'	CawwA{ba.}{vib:kA}
honeycombs	CawwA~{s}
honeyed	Sahaxa~{ed/en}
honeying	Sahaxa~{ing}
honeymooned	maXumAsa~{ed/en}
honeymooning	maXumAsa~{ing}
honeymoon's	maXumAsa{vib:kA}
honeymoons'	maXumAsa{ba.}{vib:kA}
honeymoons	maXumAsa~{s}
honey's	Sahaxa{vib:kA}
honeys'	Sahaxa{ba.}{vib:kA}
honeys	Sahaxa~{s}
honeysuckle	hanIsakala~bela
honied	Sahaxa~{ed/en}
honing	pEnA~karanA~{ing}
honk's	haMsa~ke~kAzva~kAzva~karane~kI~AvAja/BOMpU~bajAnA{vib:kA}
honks'	haMsa~ke~kAzva~kAzva~karane~kI~AvAja/BOMpU~bajAnA{ba.}{vib:kA}
honks	haMsa~ke~kAzva~kAzva~karane~kI~AvAja/BOMpU~bajAnA{s}
honkytonk	eka~waraha~kA~pyAno~se~bajI~jAjZa~saMgIwa{0}
honky-tonk's	eka~waraha~kA~pyAno~se~bajI~jAjZa~saMgIwa{vib:kA}
honky-tonks'	eka~waraha~kA~pyAno~se~bajI~jAjZa~saMgIwa{ba.}{vib:kA}
honky-tonks	eka~waraha~kA~pyAno~se~bajI~jAjZa~saMgIwa{s}
honkytonk's	eka~waraha~kA~pyAno~se~bajI~jAjZa~saMgIwa{vib:kA}
honkytonks'	eka~waraha~kA~pyAno~se~bajI~jAjZa~saMgIwa{ba.}{vib:kA}
honkytonks	eka~waraha~kA~pyAno~se~bajI~jAjZa~saMgIwa{s}
honorabler	mAnanIya/sammAnanIya~{wara}
honorablest	mAnanIya/sammAnanIya~{wama}
honorably	AxarapUrvaka/mAnapUrvaka
honorarier	avEwanika~{wara}
honorariest	avEwanika~{wama}
honorarium's	mAnaxeya{vib:kA}
honorariums'	mAnaxeya{ba.}{vib:kA}
honorariums	mAnaxeya{s}
honored	sammAna~{ed/en}
honorificer	sammAnapraxa~{wara}
honorificest	sammAnapraxa~{wama}
honorific's	sammAnapraxa{vib:kA}
honorifics'	sammAnapraxa{ba.}{vib:kA}
honorifics	sammAnapraxa{s}
honoring	sammAna~{ing}
honors	sammAna~{s}
honor's	sammAna/sammAna~karanA{vib:kA}
honors'	sammAna/sammAna~karanA{ba.}{vib:kA}
honourabler	mAnanIya/sammAnanIya~{wara}
honourablest	mAnanIya/sammAnanIya~{wama}
honoured	sammAna/sammAna~karanA~{ed/en}
honouring	sammAna/sammAna~karanA~{ing}
honour's	sammAna/sammAna~karanA{vib:kA}
honours'	sammAna/sammAna~karanA{ba.}{vib:kA}
honours	sammAna/sammAna~karanA~{s}
hooches'	avEXa~SarAba{ba.}{vib:kA}
hooches	avEXa~SarAba{s}
hooch's	avEXa~SarAba{vib:kA}
hoodeder	DakanA~lagA~huA~{wara}
hoodedest	DakanA~lagA~huA~{wama}
hooding	sira~garxana~Dakane~ke~liye~topI~yA~cogA~{ing}
hoodlum's	guNdA{vib:kA}
hoodlums'	guNdA{ba.}{vib:kA}
hoodlums	guNdA{s}
hoodooed	apaSakuna~{ed/en}
hoodooing	apaSakuna~{ing}
hoodoo's	apaSakuna{vib:kA}
hoodoos'	apaSakuna{ba.}{vib:kA}
hoodoos	apaSakuna~{s}
hood's	sira~garxana~Dakane~ke~liye~topI~yA~cogA{vib:kA}
hoods'	sira~garxana~Dakane~ke~liye~topI~yA~cogA{ba.}{vib:kA}
hoods	sira~garxana~Dakane~ke~liye~topI~yA~cogA~{s}
hoodwinked	cAlAkI~karanA~{ed/en}
hoodwinking	cAlAkI~karanA~{ing}
hoodwinks	cAlAkI~karanA~{s}
hooey's	bemawalaba~kI~bAwa{vib:kA}
hooeys'	bemawalaba~kI~bAwa{ba.}{vib:kA}
hooeys	bemawalaba~kI~bAwa{s}
hoofed	Kura~{ed/en}
hoofing	Kura~{ing}
hoof's	Kura{vib:kA}
hoofs'	Kura{ba.}{vib:kA}
hoofs	Kura~{s}
hookah's	hukkA{vib:kA}
hookahs'	hukkA{ba.}{vib:kA}
hookahs	hukkA{s}
hooka	hukkA{0}
hooka's	hukkA{vib:kA}
hookas'	hukkA{ba.}{vib:kA}
hookas	hukkA{s}
hookeder	aMkuSAkAra~{wara}
hookedest	aMkuSAkAra~{wama}
hooker's	vESyA{vib:kA}
hookers'	vESyA{ba.}{vib:kA}
hookers	vESyA{s}
hooking	kunxA/kAzte~se~pakadZanA^geMxa~mArane~kI~eka~viXi~{ing}
hook's	kunxA/kAzte~se~pakadZanA^geMxa~mArane~kI~eka~viXi{vib:kA}
hooks'	kunxA/kAzte~se~pakadZanA^geMxa~mArane~kI~eka~viXi{ba.}{vib:kA}
hooks	kunxA/kAzte~se~pakadZanA^geMxa~mArane~kI~eka~viXi~{s}
hookworm's	aMkuSakqmi{vib:kA}
hookworms'	aMkuSakqmi{ba.}{vib:kA}
hookworms	aMkuSakqmi{s}
hooliganism's	guMdAgarxI{vib:kA}
hooliganisms'	guMdAgarxI{ba.}{vib:kA}
hooliganisms	guMdAgarxI{s}
hooligan's	geMgastara{vib:kA}
hooligans'	geMgastara{ba.}{vib:kA}
hooligans	geMgastara{s}
hoop	CallA^badA~CallA
hooped	CallexAra
hoopla	cakrAkAra~vaswu~kA~Kela{0}
hoop-la's	cakrAkAra~vaswu~kA~Kela{vib:kA}
hoopla's	cakrAkAra~vaswu~kA~Kela{vib:kA}
hoorahed	vAha!~{ed/en}
hoorahing	vAha!~{ing}
hoorah's	vAha!{vib:kA}{ba.}+kA
hoorahs'	vAha!{ba.}{vib:kA}
hoorahs	vAha!~{s}
hoorah	vAha!{0}
hoorayed	vAha!~{ed/en}
hooraying	vAha!~{ing}
hooray's	vAha-vAha/KuSI~se~cillAnA{ba.}{vib:kA}
hoorays	vAha!~{s}
hootch	avEXa~SarAba{0}
hootches'	avEXa~SarAba{ba.}{vib:kA}
hootches	avEXa~SarAba{s}
hootch's	avEXa~SarAba{vib:kA}
hooted	SOragula/cillAkara~BagAnA~{ed/en}
