attorney-at-law	pramANiwa_aBikarwA
inevitableness's	anivAryawA
inevitabler	anivArya
inevitable's	anivArya
inevitables'	anivArya
inevitables	anivArya
inevitablest	anivArya
inexacter	ayaWArWa
inexactest	waayaWArWa
inexcusabler	akRamya
inexcusablest	akRamya
inexcusably	akRamya_opa_se
inexhaustibler	ananwa
inexhaustiblest	ananwa
inexorabler	aprASamya
inexorablest	aprASamya
inexpensiver	kama_KarcIlA
inexpensivest	kama_KarcIlA
inexperienceder	anuBavahIna
inexperiencedest	anuBavahIna
inexperience's	anuBavahInawA
inexperiences'	anuBavahInawA
inexperiences	anuBavahInawA
inexperter	apravINa
inexpertest	apravINa
inexplainable	avyAKyeya
inexplainabler	avyAKyeya
inexplainablest	avyAKyeya
inexplicabler	avyAKyeya
inexplicablest	avyAKyeya
inexpressibler	avarNanIya
inexpressiblest	avarNanIya
inexpressiver	BAvaSUnya
inexpressivest	BAvaSUnya
inextricabler	jatila
inextricablest	jatila
infallibility	amoGawva
infallible	kaBI_galawI_na_karane_vAl
infamies'	baxanAmI
infamies	baxanAmI
infamouser	baxanAma
infamousest	baxanAma
infamy's	baxanAmI
infancies'	AramBika_avasWA
infancies	AramBika_avasWA
infancy's	AramBika_avasWA
infanter	baccA
infantest	baccA
infanticide	SiSuhaMwA
infantile	SiSu-saMbaMXI
infantries'	pExala_senA
infantries	pExala_senA
infantryman	pyAxA
infantry's	pExala_senA
infant's	baccA
infants'	baccA
infants	baccA
infatuateder	Asakwa
infatuatedest	Asakwa
infatuation's	Asakwi
infatuations'	Asakwi
infatuations	Asakwi
infected	CUwa_lagAnA
infecter	CUwa_lagAnA
infectest	CUwa_lagAnA
infecting	CUwa_lagAnA
infection's	bImArI_kI_CUwa
infections'	bImArI_kI_CUwa
infections	bImArI_kI_CUwa
infectiouser	CUwa_se_laganevAlA
infectiousest	CUwa_se_laganevAlA
infects	CUwa_lagAnA
inference's	anumAna
inferences'	anumAna
inferences	anumAna
inferiorer	CotA
inferiorest	CotA
inferior's	CotA
inferiors'	CotA
inferiors	CotA
infernal	KiJAne_vAl
inferno	naraka
inferred	anumAna_karanA
inferring	anumAna_karanA
infers	anumAna_karanA
infertilities'	UsarawA
infertilities	UsarawA
infertility's	UsarawA
infested	addA_banAnA
infesting	addA_banAnA
infests	addA_banAnA
infideler	anISvaravAxI
infidelest	anISvaravAxI
infidelities'	SraxXAhInawA
infidelities	SraxXAhInawA
infidelity's	SraxXAhInawA
infidel's	anISvaravAxI
infidels'	anISvaravAxI
infidels	anISvaravAxI
infighting	ApasI_mawaBexa
infiltrate	Cana-Cana_kara_aMxara_jAnA
infiltration's	GusapETa
infiltrations'	GusapETa
infiltrations	GusapETa
infiltrator's	GusapETiyA
infiltrators'	GusapETiyA
infiltrators	GusapETiyA
infiniter	aparimiwa
infinite's	aparimiwa
infinites'	aparimiwa
infinites	aparimiwa
infinitesimaler	awi_sUkRma_rASi
infinitesimalest	awi_sUkRma_rASi
infinitesimally	awyamwa_sUkRma_mAwrA_meM
infinitesimal's	awi_sUkRma_rASi
infinitesimals'	awi_sUkRma_rASi
infinitesimals	awi_sUkRma_rASi
infinitest	aparimiwa
infinities'	ananwawA
infinities	ananwawA
infinity's	ananwawA
infirmaries'	SaPZAKAnA
infirmaries	SaPZAKAnA
infirmary's	SaPZAKAnA
infirmer	rugNa
infirmest	rugNa
infirmities'	asWirawA
infirmities	asWirawA
infirmity's	asWirawA
In-fix	awaH_lagna
inflamed	prajvaliwa_karanA
inflames	prajvaliwa_karanA
inflaming	prajvaliwa_karanA
inflammation's	SawruwA
inflammations'	SawruwA
inflammations	SawruwA
inflammatorier	vixrohajanaka
inflammatoriest	vixrohajanaka
inflatable	havA_vAlI_vaswu
inflated	baDZAnA_caDZAnA
inflates	baDZAnA_caDZAnA
inflating	baDZAnA_caDZAnA
inflationary	jaPIwi_viRayaka
inflexibility	kadApana
inflexibler	alacIlI
inflexiblest	alacIlI
inflicted	xenA
inflicting	xenA
infliction's	mAra
inflictions'	mAra
inflictions	mAra
inflicts	xenA
inflow	aMwarvAha
influence's	praBAviwa_karanA
influences'	praBAviwa_karanA
influences	praBAviwa_karanA
influentialer	praBAvaSAlI
influentialest	praBAvaSAlI
influenza's	BArI_najZalA
influenzas'	BArI_najZalA
influenzas	BArI_najZalA
influxes'	aMwaH_pravAha
influxes	aMwaH_pravAha
influx's	aMwaH_pravAha
info	jAnakAr
informaler	anOpacArika
informalest	anOpacArika
informalities'	anOpacArikawA
informalities	anOpacArikawA
informality's	anOpacArikawA
informally	anOpacAiraka_rUpa_se
informant's	sUcanA_xenevAlA
informants'	sUcanA_xenevAlA
informants	sUcanA_xenevAlA
information's	sUcanA
informations'	sUcanA
informations	sUcanA
informativer	sUcanAyukwa
informativest	sUcanAyukwa
informatorier	sUcanAyukwa
informatoriest	sUcanAyukwa
informatory	sUcanAyukwa
informeder	suvijFa
informedest	suvijFa
informer's	sUcanA_xAwA
informers'	sUcanA_xAwA
informers	sUcanA_xAwA
informing	sUciwa_karanA
informs	sUciwa_karanA
infraction's	vyawikramaNa
infractions'	vyawikramaNa
infractions	vyawikramaNa
infrareder	avarakwa
infraredest	avarakwa
infra-red	nimna
infrared's	avarakwa
infrareds'	avarakwa
infrareds	avarakwa
infrastructure's	AXArika_saMracanA
infrastructures'	AXArika_saMracanA
infrastructures	AXArika_saMracanA
infrequenter	virala
infrequentest	virala
infrequently	kaBI-kaBAra
infringed	ullaMGana_karanA
infringement's	ullaMGana
infringements'	ullaMGana
infringements	ullaMGana
infringes	ullaMGana_karanA
infringing	ullaMGana_karanA
infuriated	kroXonmawwa_karanA
infuriater	kroXonmawwa_karanA
infuriates	kroXonmawwa_karanA
infuriatest	kroXonmawwa_karanA
infuriating	kroXonmawwa_karanA
infuriatingly	kroXa_xilAwA_hu
infused	udZelanA
infuses	udZelanA
infusing	udZelanA
infusion's	kADZA
infusions'	kADZA
infusions	kADZA
ingeniouser	vixagXa
ingeniousest	vixagXa
ingeniously	pravINawApUrvaka
ingenuities'	vixagXawA
ingenuities	vixagXawA
ingenuity's	vixagXawA
ingenuouser	saccA
ingenuousest	saccA
ingenuously	niCakapatawA_se
ingested	KilAnA
ingesting	KilAnA
ingests	KilAnA
ingloriouser	akIrwikara
ingloriousest	akIrwikara
ingoted	SilikA
ingoting	SilikA
ingot's	SilikA
ingots'	SilikA
ingots	SilikA
ingraineder	gaxarA
ingrainedest	gaxarA
ingrainengraineder	gaxarA
ingrainengrainedest	gaxarA
ingrainengrained	gaxarA
ingratitude's	akqwajFawA
ingratitudes'	akqwajFawA
ingratitudes	akqwajFawA
ingression	ingreSana
ingrowinger	anwarvarXiwa
ingrowingest	anwarvarXiwa
ingulfed	nimagna_kara
ingulfing	nimagna_kara
ingulf	nimagna_kara
ingulfs	nimagna_kara
inhabitant's	nivAsI
inhabitants'	nivAsI
inhabitants	nivAsI
inhabited	meM_nivAsa_karanA
inhabiting	meM_nivAsa_karanA
inhabits	meM_nivAsa_karanA
inhaled	sAzsa_KIMcanA
inhaler's	sAzsa_KicanevAlA_yaMwra
inhalers'	sAzsa_KicanevAlA_yaMwra
inhalers	sAzsa_KicanevAlA_yaMwra
inhales	sAzsa_KIMcanA
inhaling	sAzsa_KIMcanA
inharmonic	asaMgawa
inharmonicer	asaMgawa
inharmonicest	asaMgawa
inharmoniouser	asaMgawa
inharmoniousest	asaMgawa
inherenter	anwarnihiwa
inherentest	anwarnihiwa
inherently	sahaja_opa_se
inheritance's	uwwarAXikAra
inheritances'	uwwarAXikAra
inheritances	uwwarAXikAra
inherited	uwwarAXikAra_meM_prApwa_karanA
inheriting	uwwarAXikAra_meM_prApwa_karanA
inheritor's	uwwarAXikArI
inheritors'	uwwarAXikArI
inheritors	uwwarAXikArI
inherits	uwwarAXikAra_meM_prApwa_karanA
inhibition's	saMyama
inhibitions'	saMyama
inhibitions	saMyama
inhibits	rokanA
inhospitabler	aSaraNaxAyI
inhospitablest	aSaraNaxAyI
inhospitalities'	AWiwya_rahiwa
inhospitalities	AWiwya_rahiwa
inhospitality's	AWiwya_rahiwa
inhouse	AMwarika
in-houser	AMwarika
inhouser	AMwarika
in-housest	AMwarika
inhousest	AMwarika
inhumaner	nirxaya
inhumanest	nirxaya
inhumanities'	nirxayawA
inhumanities	nirxayawA
inhumanity's	nirxayawA
inimicaler	vixveRIpUrNa
inimicalest	vixveRIpUrNa
inimitabler	anupama
inimitablest	anupama
iniquitous	anyAyapUrNa
iniquity	anyAya
initialed	pahalA_akRara
initialer	pahalA_akRara
initialest	pahalA_akRara
initialing	pahalA_akRara
initialled	pahalA_akRara
initialling	pahalA_akRara
initial's	pahalA_akRara
initials'	pahalA_akRara
initials	pahalA_akRara
initiated	xIkRA_xenA
initiater	xIkRA_xenA
initiatest	xIkRA_xenA
initiate's	xIkRA_xenA
initiates'	xIkRA_xenA
initiates	xIkRA_xenA
initiating	xIkRA_xenA
initiation's	xIkRA
initiations'	xIkRA
initiations	xIkRA
initiativer	pahala
initiative's	pahala
initiatives'	pahala
initiatives	pahala
initiativest	pahala
initiator's	prAramBaka
initiators'	prAramBaka
initiators	prAramBaka
injected	navInawA_lAnA
injecting	navInawA_lAnA
injection	sUI
injector	iFjektara
injects	navInawA_lAnA
injudiciouser	ayukwa
injudiciousest	ayukwa
injudiciously	avivekapUrNa_DaMga_se
injunction's	niReXAjFA
injunctions'	niReXAjFA
injunctions	niReXAjFA
injureder	xoRiwa
injuredest	xoRiwa
injures	GAyala_karanA
injuries'	kRawi
injuries	kRawi
injuring	GAyala_karanA
injuriouser	hAnikAraka
injuriousest	hAnikAraka
injury's	kRawi
injustice's	anyAya
injustices'	anyAya
injustices	anyAya
inked	syAhI_PeranA
inking	syAhI_PeranA
inkling's	saMkewa
inklings'	saMkewa
inklings	saMkewa
ink-pad's	syAhI_pEda
ink-pads'	syAhI_pEda
ink-pads	syAhI_pEda
ink's	syAhI_PeranA
inks'	syAhI_PeranA
inks	syAhI_PeranA
inky	syAhI_Bar
inlaid	jadAI_karanA
inlander	xeSa_ke_anxara
inlandest	xeSa_ke_anxara
inland's	xeSa_ke_anxara
inlands'	xeSa_ke_anxara
inlands	xeSa_ke_anxara
inlaying	jadAI_karanA
inlay's	jadAI_karanA
inlays'	jadAI_karanA
inlays	jadAI_karanA
inlet's	pawalI_KAdI
inlets'	pawalI_KAdI
inlets	pawalI_KAdI
inletting	pawalI_KAdI
inmate's	vAsI
inmates'	vAsI
inmates	vAsI
inmost	keMxra_ke_samIpasWa
innards	yaMwra_kA_BIwarI_BAga
innater	janmajAwa
innatest	janmajAwa
innerer	Awmika
innerest	Awmika
innermost	keMxra_ke_samIpasWa
inner's	Awmika
inners'	Awmika
inners	Awmika
inning	pAr
innings's	pArI
innkeeper	sarAya_prabanXaka
innocence's	nirxoRawA
innocences'	nirxoRawA
innocences	nirxoRawA
innocenter	nirxoRa
innocentest	nirxoRa
innocently	Bolepana_se
innocent's	nirxoRa
innocents'	nirxoRa
innocents	nirxoRa
innocuouser	hAni_na_karane_vAlA
innocuousest	hAni_na_karane_vAlA
innovated	nayA_DaMga_nikAlanA
innovates	nayA_DaMga_nikAlanA
innovating	nayA_DaMga_nikAlanA
innovation's	navInIkaraNa
innovations'	navInIkaraNa
innovations	navInIkaraNa
innovative	navIna
innovator	pravarwaka
inn's	sarAya
inns'	sarAya
inns	sarAya
innuendo's	vyaMgyokwi
innuendos'	vyaMgyokwi
innuendos	vyaMgyokwi
innumerabler	asaMKya
innumerablest	asaMKya
innumerater	gaNiwa_meM_jisakA_mUla_jFAna_na_ho
innumerate's	gaNiwa_meM_jisakA_mUla_jFAna_na_ho
innumerates'	gaNiwa_meM_jisakA_mUla_jFAna_na_ho
innumerates	gaNiwa_meM_jisakA_mUla_jFAna_na_ho
innumeratest	gaNiwa_meM_jisakA_mUla_jFAna_na_ho
innumerous	asaMKya
innumerouser	asaMKya
innumerousest	asaMKya
inoculated	tIkA_lagAnA
inoculates	tIkA_lagAnA
inoculating	tIkA_lagAnA
inoculation's	tIkA
inoculations'	tIkA
inoculations	tIkA
inoffensiver	hAni_na_pahuzcAne_vAlA
inoffensivest	hAni_na_pahuzcAne_vAlA
inoperabler	niRkriya
inoperablest	niRkriya
inoperativer	akriya
inoperativest	akriya
inordinately	bahuwa_jJyAxA
inordinater	awyaXika
inordinatest	awyaXika
inorganicer	jada
inorganicest	jada
inpatient	aMwaraMga_rogI
in-patient's	aMwaraMga_rogI
in-patients'	aMwaraMga_rogI
in-patients	aMwaraMga_rogI
inpatient's	aMwaraMga_rogI
inpatients'	aMwaraMga_rogI
inpatients	aMwaraMga_rogI
inproved	asixXa
input's	kampyUtara_meM_BarI_sAmagrI
inputs'	kampyUtara_meM_BarI_sAmagrI
inputs	kampyUtara_meM_BarI_sAmagrI
inquest's	kisI_kI_mqwyu_ke_kAraNoM_kI_nyAyika_jAzca
inquests'	kisI_kI_mqwyu_ke_kAraNoM_kI_nyAyika_jAzca
inquests	kisI_kI_mqwyu_ke_kAraNoM_kI_nyAyika_jAzca
inquired	pUCa-wACa_karanA
inquirer's	pUCa-wACa_karane_vAlA
inquirers'	pUCa-wACa_karane_vAlA
inquirers	pUCa-wACa_karane_vAlA
inquires	pUCa-wACa_karanA
inquiries'	pUCawACa
inquiries	pUCawACa
inquiringer	vixyArjana_kI_aBiruci
inquiringest	vixyArjana_kI_aBiruci
inquiry's	pUCawACa
inquisition's	AXikArika_jAzca
inquisitions'	AXikArika_jAzca
inquisitions	AXikArika_jAzca
inquisitiveness	jijFAsA
inquisitiver	jijFAsu
inquisitivest	jijFAsu
inroad's	GusapETa
inroads'	GusapETa
inroads	GusapETa
inrushes'	wejI_se_anxara_AnA
inrushes	wejI_se_anxara_AnA
inrush's	wejI_se_anxara_AnA
insanely	pAgalapana_kI_haxa_waka
insaner	pAgala
insane's	pAgala
insanes'	pAgala
insanes	pAgala
insanest	pAgala
insanitary	pAgala_banA_xenIvAlI
insanities'	pAgalapana
insanities	pAgalapana
insanity's	pAgalapana
insatiabler	jo_wqpwa_na_ho
insatiablest	jo_wqpwa_na_ho
insatiably	awqpya_opa_se
insatiate	jo_wqpwa_na_ho
insatiater	jo_wqpwa_na_ho
insatiatest	jo_wqpwa_na_ho
inscribed	CApanA
inscribes	CApanA
inscribing	CApanA
inscription's	SilAleKa
inscriptions'	SilAleKa
inscriptions	SilAleKa
inscrutabler	gUDa
inscrutablest	gUDa
inscrutably	rahasyamaya_DaMga_se
insecticidaler	kItanASakIya
insecticidalest	kItanASakIya
insecticide's	kItanASaka_paxArWa
insecticides'	kItanASaka_paxArWa
insecticides	kItanASaka_paxArWa
insectivore's	kItaBakRaka
insectivores'	kItaBakRaka
insectivores	kItaBakRaka
insectivorouser	kItaBakRI
insectivorousest	kItaBakRI
insect's	kIdZA
insects'	kIdZA
insects	kIdZA
insecurer	asurakRiwa
insecurest	asurakRiwa
insecurities'	asurakRA
insecurities	asurakRA
insecurity's	asurakRA
inseminated	garBAXAna_karanA
inseminates	garBAXAna_karanA
inseminating	garBAXAna_karanA
insemination's	garBAXAna
inseminations'	garBAXAna
inseminations	garBAXAna
insensibilities'	uxAsInawA
insensibilities	uxAsInawA
insensibility's	uxAsInawA
insensiblenesses'	uxAsInawA
insensiblenesses	uxAsInawA
insensibleness's	uxAsInawA
insensibleness	uxAsInawA
insensibler	saMvexanaSUnya
insensiblest	saMvexanaSUnya
insensitively	asaMvexanaSIla_DaMga_se
insensitiveness	saMvexanASUnyawA
insensitiver	asaMvexanaSIla
insensitivest	asaMvexanaSIla
inseparabler	jo_alaga_na_ho_sake
inseparablest	jo_alaga_na_ho_sake
inserted	dAlanA
inserting	dAlanA
insertion's	anwa:sWApana
insertions'	anwa:sWApana
insertions	anwa:sWApana
insert's	dAlanA
inserts'	dAlanA
inserts	dAlanA
inservice	nOkarI_ke_xOrAna
inset's	jadZanA
insets'	jadZanA
insets	jadZanA
insetting	jadZanA
inshock	insulina
inshock's	insulina
inshocks'	insulina
inshocks	insulina
inshore	kinAre_kI_waraM
insider's	jo_samAja_ke_BIwara_ho
insiders'	jo_samAja_ke_BIwara_ho
insiders	jo_samAja_ke_BIwara_ho
inside's	ke_anxara
insides'	ke_anxara
insides	ke_anxara
insidiouser	pracCanna_rUpa_se
insidiousest	pracCanna_rUpa_se
insightful	gaharI_pahuzca_vAl
insight's	anwarxqRti
insights'	anwarxqRti
insights	anwarxqRti
insigniases'	wagamA
insigniases	wagamA
insignias's	wagamA
insignia's	wagamA
insignias'	wagamA
insignias	wagamA
insignificance's	nagaNyawA
insignificances'	nagaNyawA
insignificances	nagaNyawA
insignificancies'	nagaNyawA
insignificancies	nagaNyawA
insignificancy	nagaNyawA
insignificancy's	nagaNyawA
insignificanter	nagaNya
insignificantest	nagaNya
insignificantly	nagaNya_opa_se
insincerer	niRTAhIna
insincerest	niRTAhIna
insincerities'	kapata
insincerities	kapata
insincerity's	kapata
insinuates	cAlAkI_BarA_saMkewa_karanA
insinuation's	cAlAkI_BarA_saMkewa
insinuations'	cAlAkI_BarA_saMkewa
insinuations	cAlAkI_BarA_saMkewa
insipider	kuwUhalahIna
insipidest	kuwUhalahIna
insisted	xqDZa_rahanA
insistenter	AgrahapUrNa
insistentest	AgrahapUrNa
insisting	xqDZa_rahanA
insists	xqDZa_rahanA
insnared	jAla_meM_PazsAnA
insnare	jAla_meM_PazsAnA
insnares	jAla_meM_PazsAnA
insnaring	jAla_meM_PazsAnA
insolence's	XqRtawA
insolences'	XqRtawA
insolences	XqRtawA
insolenter	XqRta
insolentest	XqRta
insolently	akKadapana_se
insole's	BiwallA
insoles'	BiwallA
insoles	BiwallA
insolubler	asamAXAnIya
insolublest	asamAXAnIya
insolvencies'	xivAliyApana
insolvencies	xivAliyApana
insolvency's	xivAliyApana
insolventer	xivAliyA
insolventest	xivAliyA
insolvent's	xivAliyA
insolvents'	xivAliyA
insolvents	xivAliyA
insomniacer	anixrApIdiwa
insomniacest	anixrApIdiwa
insomniac's	anixrApIdiwa
insomniacs'	anixrApIdiwa
insomniacs	anixrApIdiwa
insomnia's	nixrABAva
insomnias'	nixrABAva
insomnias	nixrABAva
insouciance's	niScinwawA
insouciances'	niScinwawA
insouciances	niScinwawA
inspected	jAzcanA
inspecting	jAzcanA
inspection's	nirIkRaNa
inspections'	nirIkRaNa
inspections	nirIkRaNa
inspectorate's	nirIkRaka_samUha
inspectorates'	nirIkRaka_samUha
inspectorates	nirIkRaka_samUha
inspector's	nirIkRaka
inspectors'	nirIkRaka
inspectors	nirIkRaka
inspects	jAzcanA
inspirationaler	preraNAxAyaka
inspirationalest	preraNAxAyaka
inspiration's	preraNA
inspirations'	preraNA
inspirations	preraNA
inspires	preraNA_xenA
instabilities'	asWirawA
instabilities	asWirawA
instability's	asWirawA
installation's	yanwra_Axi_lagAnA
installations'	yanwra_Axi_lagAnA
installations	yanwra_Axi_lagAnA
installed	sWApiwa_karanA
installing	sWApiwa_karanA
installment	kiswa
installment's	kiswa
installments'	kiswa
installments	kiswa
installs	sWApiwa_karanA
instalment's	kiswa
instalments'	kiswa
instalments	kiswa
instals	sWApiwa_karanA
instal	sWApiwa_karanA
instanced	uxAharaNa
instance's	uxAharaNa
instances'	uxAharaNa
instances	uxAharaNa
instancing	uxAharaNa
instantaneouser	wAwkAlika
instantaneousest	wAwkAlika
instanter	Jatapata
instantest	Jatapata
instant's	Jatapata
instants'	Jatapata
instants	Jatapata
instep's	pEra_kA_UparI_maXya_BAga
insteps'	pEra_kA_UparI_maXya_BAga
insteps	pEra_kA_UparI_maXya_BAga
instigated	BadZakAnA
instigates	BadZakAnA
instigating	BadZakAnA
instigation's	BadakAvA
instigations'	BadakAvA
instigations	BadakAvA
instigator's	ukasAnevAlA
instigators'	ukasAnevAlA
instigators	ukasAnevAlA
instill	mana_meM_biTA_xenA
instincter	sahajajFAna
instinctest	sahajajFAna
instinctiver	svABAvika
instinctivest	svABAvika
instinct's	sahajajFAna
instincts'	sahajajFAna
instincts	sahajajFAna
instinctualer	svABAvika
instinctualest	svABAvika
instinctually	sahaja_rUpa_se
instinctual	svABAvika
instituted	saMsWApiwa_karanA
institute's	saMsWApiwa_karanA
institutes'	saMsWApiwa_karanA
institutes	saMsWApiwa_karanA
instituting	saMsWApiwa_karanA
institutionaler	saMsWAnika
institutionalest	saMsWAnika
institutionalisation	saMsWAnIkaraNa
institutionalisation's	saMsWAnIkaraNa
institutionalisations'	saMsWAnIkaraNa
institutionalisations	saMsWAnIkaraNa
institutionalised	saMsWAna_banA_xenA
institutionalise	saMsWAna_banA_xenA
institutionalises	saMsWAna_banA_xenA
institutionalising	saMsWAna_banA_xenA
institutionalization's	saMsWAnIkaraNa
institutionalizations'	saMsWAnIkaraNa
institutionalizations	saMsWAnIkaraNa
institutionalized	saMsWAna_banA_xenA
institutionalizes	saMsWAna_banA_xenA
institutionalizing	saMsWAna_banA_xenA
institution's	saMsWA
institutions'	saMsWA
institutions	saMsWA
instructed	SikRA_xenA
instructing	SikRA_xenA
instructional	praSikRaNa_saMbaMXI
instruction's	AxeSa
instructions'	AxeSa
instructions	AxeSa
instructiver	SikRApraxa
instructivest	SikRApraxa
instructor's	upaxeSaka
instructors'	upaxeSaka
instructors	upaxeSaka
instructs	SikRA_xenA
instrumentaler	vAxya_saMgIwa
instrumentalest	vAxya_saMgIwa
instrumentalister	vAxaka
instrumentalistest	vAxaka
instrumentalist's	vAxaka
instrumentalists'	vAxaka
instrumentalists	vAxaka
instrumentally	sahAyaka_ke_opa_meM
instrumental's	vAxya_saMgIwa
instrumentals'	vAxya_saMgIwa
instrumentals	vAxya_saMgIwa
instrumentation's	vAxyasaMgIwa-vinyAsa
instrumentations'	vAxyasaMgIwa-vinyAsa
instrumentations	vAxyasaMgIwa-vinyAsa
instrument's	vAxya
instruments'	vAxya
instruments	vAxya
instrument-wise	prapawravAra
insubordinater	avajFAkArI
insubordinate's	avajFAkArI
insubordinates'	avajFAkArI
insubordinates	avajFAkArI
insubordinatest	avajFAkArI
insubordination's	avajFA
insubordinations'	avajFA
insubordinations	avajFA
insubstantialer	kAlpanika
insubstantialest	kAlpanika
insufferabler	asahya
insufferablest	asahya
insufficiencies'	kamI
insufficiencies	kamI
insufficiency's	kamI
insufficienter	aparyApwa
insufficientest	aparyApwa
insufficiently	aparyApwa_rUpa_se
insularer	alaga-Walaga
insularest	alaga-Walaga
insularity	pqWakkarNa
insular's	alaga-Walaga
insulars'	alaga-Walaga
insulars	alaga-Walaga
insulates	alaga_karanA
insulating	alaga_karanA
insulation	pqWakakarNa
insulator's	insuletara
insulators'	insuletara
insulators	insuletara
insulin's	insulina
insulins'	insulina
insulins	insulina
insulted	apamAna_karanA
insult's	apamAna_karanA
insults'	apamAna_karanA
insults	apamAna_karanA
insuperabler	ajeya
insuperablest	ajeya
insupportabler	asahya
insupportablest	asahya
insurable	bImA_yogya
insurance's	bImA
insurances'	bImA
insurances	bImA
insurer	bImAkarwA
insurgenter	rAjaxrohI
insurgentest	rAjaxrohI
insurgent's	rAjaxrohI
insurgents'	rAjaxrohI
insurgents	rAjaxrohI
insurmountabler	ajeya
insurmountablest	ajeya
insurrection's	prajAkopa
insurrections'	prajAkopa
insurrections	prajAkopa
intabgible	amUrwa
intacter	aKaNda
intactest	aKaNda
intake's	grAhyawA
intakes'	grAhyawA
intakes	grAhyawA
intangibler	aspaRta
intangible's	aspaRta
intangibles'	aspaRta
intangibles	aspaRta
intangiblest	aspaRta
integer's	pUrNa_saMKyA
integers'	pUrNa_saMKyA
integers	pUrNa_saMKyA
integraler	aBinna
integralest	aBinna
integral's	aBinna
integrals'	aBinna
integrals	aBinna
integrates	ekIkaraNa_karanA
integrating	ekIkaraNa_karanA
integration's	ekIkaraNa
integrations'	ekIkaraNa
integrations	ekIkaraNa
integrities'	ImAnaxArI
integrities	ImAnaxArI
integrity's	ImAnaxArI
intellect's	prajFA
intellects'	prajFA
intellects	prajFA
intellectualer	prajFAvAna
intellectualest	prajFAvAna
intellectualise	buxXisaMgawa_karanA
intellectualised	buxXisaMgawa_karanA
intellectualises	buxXisaMgawa_karanA
intellectualising	buxXisaMgawa_karanA
intellectualism's	prajFAvAxa
intellectualisms'	prajFAvAxa
intellectualisms	prajFAvAxa
intellectualized	buxXisaMgawa_karanA
intellectualizes	buxXisaMgawa_karanA
intellectualizing	buxXisaMgawa_karanA
intellectual's	prajFAvAna
intellectuals'	prajFAvAna
intellectuals	prajFAvAna
intelligence's	sUcanA
intelligences'	sUcanA
intelligences	sUcanA
intelligenter	suboXa
intelligentest	suboXa
intelligentsia's	prabuxXa_loga
intelligentsias'	prabuxXa_loga
intelligentsias	prabuxXa_loga
intelligibilities'	buxXigrAhyawA
intelligibilities	buxXigrAhyawA
intelligibility's	buxXigrAhyawA
intelligibleness	buxXigrAhyawA
intelligiblenesses'	buxXigrAhyawA
intelligiblenesses	buxXigrAhyawA
intelligibleness's	buxXigrAhyawA
intelligibler	boXanIya
intelligiblest	boXanIya
intelligibly	samaJa_meM_Ane_lAyaka_DaMga_se
intemperance's	asaMyama
intemperater	asaMyamI
intemperatest	asaMyamI
intendeder	uxXiRta
intendedest	uxXiRta
intended's	uxXiRta
intendeds'	uxXiRta
intendeds	uxXiRta
intending	nimiwwa_honA
intends	nimiwwa_honA
intenser	weja
intensest	weja
intensification	baDAnA
intensified	wIvra_karanA
intensifier's	wIvraka
intensifiers'	wIvraka
intensifiers	wIvraka
intensifies	wIvra_karanA
intensifying	wIvra_karanA
intensities'	pracaMdawA
intensities	pracaMdawA
intensity's	pracaMdawA
intensiver	wIvra
intensivest	wIvra
intensive's	wIvra
intensives'	wIvra
intensives	wIvra
intenter	niRTA
intentest	niRTA
intentionaler	jAnabUJakara
intentionalest	jAnabUJakara
intention's	lakRya
intentions'	lakRya
intentions	lakRya
intent's	niRTA
intents'	niRTA
intents	niRTA
interacted	eka_xUsare_ko_praBAviwa_karanA
interacting	eka_xUsare_ko_praBAviwa_karanA
interaction's	pArasparika_vyavahAra
interactions'	pArasparika_vyavahAra
interactions	pArasparika_vyavahAra
interactiver	pArasparika
interactivest	pArasparika
interacts	eka_xUsare_ko_praBAviwa_karanA
interbred	miSriwa_jAwijIva_uwpanna_karanA
interbreeding	miSriwa_jAwijIva_uwpanna_karanA
interbreeds	miSriwa_jAwijIva_uwpanna_karanA
interceded	maXyasWawA_karanA
intercedes	maXyasWawA_karanA
interceding	maXyasWawA_karanA
intercepted	bIca_meM_rokanA
intercepter	senA_vAyuyAna
intercepter's	senA_vAyuyAna
intercepters'	senA_vAyuyAna
intercepters	senA_vAyuyAna
intercepting	bIca_meM_rokanA
interception's	anwarroXana
interceptions'	anwarroXana
interceptions	anwarroXana
interceptor's	senA_vAyuyAna
interceptors'	senA_vAyuyAna
interceptors	senA_vAyuyAna
intercept's	bIca_meM_rokanA
intercepts'	bIca_meM_rokanA
intercepts	bIca_meM_rokanA
interchangeabler	vinimeya
interchangeablest	vinimeya
interchangeably	vinimeyawA_ke_anusAra
interchanged	axalA_baxalA_karanA
interchanges	axalA_baxalA_karanA
interchanging	axalA_baxalA_karanA
intercommunicated	aMwa:saMcAra_honA
intercommunicates	aMwa:saMcAra_honA
intercommunicating	aMwa:saMcAra_honA
intercommunication's	aMwa:saMcAra
intercommunications'	aMwa:saMcAra
intercommunications	aMwa:saMcAra
intercom's	AMwarikasaMcAra
intercoms'	AMwarikasaMcAra
intercoms	AMwarikasaMcAra
inter-connection	Anwarika-jodZa
interconnection	jodZanA
intercourse's	bola_cAla
intercourses'	bola_cAla
intercourses	bola_cAla
interdependence's	parasparAXInawA
interdependences'	parasparAXInawA
interdependences	parasparAXInawA
interdicted	popa_kI_niReXAjFA
